sign_id,grapheme_id,mdc,Unicode,ht_local_path,schriftart,text,datierung,datierung_href,in_text_selection
27,137,D21,𓂋,svgs/ht/ht_27.svg,Hieratisch,D. Assiut N13.1 TN18,"Neues Reich, 18. Dynastie, Amenhotep III., Regierungsjahr 2",https://aku-pal.uni-mainz.de/datings/184,TRUE
28,137,D21,𓂋,svgs/ht/ht_28.svg,Hieratisch,D. Assiut N13.1 TN18,"Neues Reich, 18. Dynastie, Amenhotep III., Regierungsjahr 2",https://aku-pal.uni-mainz.de/datings/184,TRUE
29,137,D21,𓂋,svgs/ht/ht_29.svg,Hieratisch,D. Assiut N13.1 TN18,"Neues Reich, 18. Dynastie, Amenhotep III., Regierungsjahr 2",https://aku-pal.uni-mainz.de/datings/184,TRUE
30,381,M36,𓇥,svgs/ht/ht_30.svg,Hieratisch,D. Assiut N13.1 TN18,"Neues Reich, 18. Dynastie, Amenhotep III., Regierungsjahr 2",https://aku-pal.uni-mainz.de/datings/184,TRUE
32,151,D36,𓂝,svgs/ht/ht_32.svg,Hieratisch,D. Assiut N13.1 TN18,"Neues Reich, 18. Dynastie, Amenhotep III., Regierungsjahr 2",https://aku-pal.uni-mainz.de/datings/184,TRUE
34,161,D46,𓂧,svgs/ht/ht_34.svg,Hieratisch,D. Assiut N13.1 TN18,"Neues Reich, 18. Dynastie, Amenhotep III., Regierungsjahr 2",https://aku-pal.uni-mainz.de/datings/184,TRUE
48,251,G1,𓄿,svgs/ht/ht_48.svg,Hieratisch,D. Assiut N13.1 TN18,"Neues Reich, 18. Dynastie, Amenhotep III., Regierungsjahr 2",https://aku-pal.uni-mainz.de/datings/184,TRUE
53,265,G17,𓅓,svgs/ht/ht_53.svg,Hieratisch,D. Assiut N13.1 TN18,"Neues Reich, 18. Dynastie, Amenhotep III., Regierungsjahr 2",https://aku-pal.uni-mainz.de/datings/184,TRUE
61,309,I9,𓆑,svgs/ht/ht_61.svg,Hieratisch,D. Assiut N13.1 TN18,"Neues Reich, 18. Dynastie, Amenhotep III., Regierungsjahr 2",https://aku-pal.uni-mainz.de/datings/184,TRUE
62,309,I9,𓆑,svgs/ht/ht_62.svg,Hieratisch,D. Assiut N13.1 TN18,"Neues Reich, 18. Dynastie, Amenhotep III., Regierungsjahr 2",https://aku-pal.uni-mainz.de/datings/184,TRUE
63,309,I9,𓆑,svgs/ht/ht_63.svg,Hieratisch,D. Assiut N13.1 TN18,"Neues Reich, 18. Dynastie, Amenhotep III., Regierungsjahr 2",https://aku-pal.uni-mainz.de/datings/184,TRUE
64,309,I9,𓆑,svgs/ht/ht_64.svg,Hieratisch,D. Assiut N13.1 TN18,"Neues Reich, 18. Dynastie, Amenhotep III., Regierungsjahr 2",https://aku-pal.uni-mainz.de/datings/184,TRUE
65,309,I9,𓆑,svgs/ht/ht_65.svg,Hieratisch,D. Assiut N13.1 TN18,"Neues Reich, 18. Dynastie, Amenhotep III., Regierungsjahr 2",https://aku-pal.uni-mainz.de/datings/184,TRUE
66,309,I9,𓆑,svgs/ht/ht_66.svg,Hieratisch,D. Assiut N13.1 TN18,"Neues Reich, 18. Dynastie, Amenhotep III., Regierungsjahr 2",https://aku-pal.uni-mainz.de/datings/184,TRUE
67,309,I9,𓆑,svgs/ht/ht_67.svg,Hieratisch,D. Assiut N13.1 TN18,"Neues Reich, 18. Dynastie, Amenhotep III., Regierungsjahr 2",https://aku-pal.uni-mainz.de/datings/184,TRUE
69,311,I10,𓆓,svgs/ht/ht_69.svg,Hieratisch,D. Assiut N13.1 TN18,"Neues Reich, 18. Dynastie, Amenhotep III., Regierungsjahr 2",https://aku-pal.uni-mainz.de/datings/184,TRUE
73,368,M17,𓇋,svgs/ht/ht_73.svg,Hieratisch,D. Assiut N13.1 TN18,"Neues Reich, 18. Dynastie, Amenhotep III., Regierungsjahr 2",https://aku-pal.uni-mainz.de/datings/184,TRUE
75,368,M17,𓇋,svgs/ht/ht_75.svg,Hieratisch,D. Assiut N13.1 TN18,"Neues Reich, 18. Dynastie, Amenhotep III., Regierungsjahr 2",https://aku-pal.uni-mainz.de/datings/184,TRUE
82,432,N35,𓈖,svgs/ht/ht_82.svg,Hieratisch,D. Assiut N13.1 TN18,"Neues Reich, 18. Dynastie, Amenhotep III., Regierungsjahr 2",https://aku-pal.uni-mainz.de/datings/184,TRUE
83,432,N35,𓈖,svgs/ht/ht_83.svg,Hieratisch,D. Assiut N13.1 TN18,"Neues Reich, 18. Dynastie, Amenhotep III., Regierungsjahr 2",https://aku-pal.uni-mainz.de/datings/184,TRUE
85,432,N35,𓈖,svgs/ht/ht_85.svg,Hieratisch,D. Assiut N13.1 TN18,"Neues Reich, 18. Dynastie, Amenhotep III., Regierungsjahr 2",https://aku-pal.uni-mainz.de/datings/184,TRUE
92,473,O39,𓊌,svgs/ht/ht_92.svg,Hieratisch,D. Assiut N13.1 TN18,"Neues Reich, 18. Dynastie, Amenhotep III., Regierungsjahr 2",https://aku-pal.uni-mainz.de/datings/184,TRUE
99,587,S29,𓋴,svgs/ht/ht_99.svg,Hieratisch,D. Assiut N13.1 TN18,"Neues Reich, 18. Dynastie, Amenhotep III., Regierungsjahr 2",https://aku-pal.uni-mainz.de/datings/184,TRUE
103,663,U33,𓍘,svgs/ht/ht_103.svg,Hieratisch,D. Assiut N13.1 TN18,"Neues Reich, 18. Dynastie, Amenhotep III., Regierungsjahr 2",https://aku-pal.uni-mainz.de/datings/184,TRUE
104,690,<1--0>-<0--2>,0𓏮,svgs/ht/ht_104.svg,Hieratisch,D. Assiut N13.1 TN18,"Neues Reich, 18. Dynastie, Amenhotep III., Regierungsjahr 2",https://aku-pal.uni-mainz.de/datings/184,TRUE
105,695,V28,𓎛,svgs/ht/ht_105.svg,Hieratisch,D. Assiut N13.1 TN18,"Neues Reich, 18. Dynastie, Amenhotep III., Regierungsjahr 2",https://aku-pal.uni-mainz.de/datings/184,TRUE
109,698,V30,𓎟,svgs/ht/ht_109.svg,Hieratisch,D. Assiut N13.1 TN18,"Neues Reich, 18. Dynastie, Amenhotep III., Regierungsjahr 2",https://aku-pal.uni-mainz.de/datings/184,TRUE
114,728,X1,𓏏,svgs/ht/ht_114.svg,Hieratisch,D. Assiut N13.1 TN18,"Neues Reich, 18. Dynastie, Amenhotep III., Regierungsjahr 2",https://aku-pal.uni-mainz.de/datings/184,TRUE
115,728,X1,𓏏,svgs/ht/ht_115.svg,Hieratisch,D. Assiut N13.1 TN18,"Neues Reich, 18. Dynastie, Amenhotep III., Regierungsjahr 2",https://aku-pal.uni-mainz.de/datings/184,TRUE
116,728,X1,𓏏,svgs/ht/ht_116.svg,Hieratisch,D. Assiut N13.1 TN18,"Neues Reich, 18. Dynastie, Amenhotep III., Regierungsjahr 2",https://aku-pal.uni-mainz.de/datings/184,TRUE
129,745,Z5,𓏯,svgs/ht/ht_129.svg,Hieratisch,D. Assiut N13.1 TN18,"Neues Reich, 18. Dynastie, Amenhotep III., Regierungsjahr 2",https://aku-pal.uni-mainz.de/datings/184,TRUE
144,8,A28,𓀠,svgs/ht/ht_144.svg,Hieratisch,"Berlin, Ägyptisches Museum und Papyrussammlung, P. 3055","Dritte Zwischenzeit, 22.–23. Dynastie",https://aku-pal.uni-mainz.de/datings/766,FALSE
145,52,A311,A311,svgs/ht/ht_145.svg,Hieratisch,"Berlin, Ägyptisches Museum und Papyrussammlung, P. 3055","Dritte Zwischenzeit, 22.–23. Dynastie",https://aku-pal.uni-mainz.de/datings/766,FALSE
146,40,A239,A239,svgs/ht/ht_146.svg,Hieratisch,"Berlin, Ägyptisches Museum und Papyrussammlung, P. 3056","Dritte Zwischenzeit, 22.–23. Dynastie",https://aku-pal.uni-mainz.de/datings/768,FALSE
147,46,A25A,A25A,svgs/ht/ht_147.svg,Hieratisch,"Berlin, Ägyptisches Museum und Papyrussammlung, P. 3014 + P. 3053","Dritte Zwischenzeit, 22.–23. Dynastie",https://aku-pal.uni-mainz.de/datings/88,FALSE
148,36,A9,𓀋,svgs/ht/ht_148.svg,Hieratisch,"Berlin, Ägyptisches Museum und Papyrussammlung, P. 3055","Dritte Zwischenzeit, 22.–23. Dynastie",https://aku-pal.uni-mainz.de/datings/766,FALSE
149,36,A9,𓀋,svgs/ht/ht_149.svg,Hieratisch,"Berlin, Ägyptisches Museum und Papyrussammlung, P. 3055","Dritte Zwischenzeit, 22.–23. Dynastie",https://aku-pal.uni-mainz.de/datings/766,FALSE
150,3,A2,𓀁,svgs/ht/ht_150.svg,Hieratisch,"Berlin, Ägyptisches Museum und Papyrussammlung, P. 3056","Dritte Zwischenzeit, 22.–23. Dynastie",https://aku-pal.uni-mainz.de/datings/768,FALSE
151,3,A2,𓀁,svgs/ht/ht_151.svg,Hieratisch,"Berlin, Ägyptisches Museum und Papyrussammlung, P. 3056","Dritte Zwischenzeit, 22.–23. Dynastie",https://aku-pal.uni-mainz.de/datings/768,FALSE
152,1,A1,𓀀,svgs/ht/ht_152.svg,Hieratisch,"Berlin, Ägyptisches Museum und Papyrussammlung, P. 3056","Dritte Zwischenzeit, 22.–23. Dynastie",https://aku-pal.uni-mainz.de/datings/768,FALSE
153,1,A1,𓀀,svgs/ht/ht_153.svg,Hieratisch,"Berlin, Ägyptisches Museum und Papyrussammlung, P. 3056","Dritte Zwischenzeit, 22.–23. Dynastie",https://aku-pal.uni-mainz.de/datings/768,FALSE
154,34,A5B,A5B,svgs/ht/ht_154.svg,Hieratisch,"Berlin, Ägyptisches Museum und Papyrussammlung, P. 3048 ro","Dritte Zwischenzeit, 22.–23. Dynastie",https://aku-pal.uni-mainz.de/datings/767,FALSE
155,34,A5B,A5B,svgs/ht/ht_155.svg,Hieratisch,"Berlin, Ägyptisches Museum und Papyrussammlung, P. 3055","Dritte Zwischenzeit, 22.–23. Dynastie",https://aku-pal.uni-mainz.de/datings/766,FALSE
156,10,A7A,A7A,svgs/ht/ht_156.svg,Hieratisch,"Berlin, Ägyptisches Museum und Papyrussammlung, P. 3056","Dritte Zwischenzeit, 22.–23. Dynastie",https://aku-pal.uni-mainz.de/datings/768,FALSE
157,11,A8,𓀊,svgs/ht/ht_157.svg,Hieratisch,"Berlin, Ägyptisches Museum und Papyrussammlung, P. 3048 ro","Dritte Zwischenzeit, 22.–23. Dynastie",https://aku-pal.uni-mainz.de/datings/767,FALSE
158,23,Z6,𓏱,svgs/ht/ht_158.svg,Hieratisch,"Berlin, Ägyptisches Museum und Papyrussammlung, P. 3050","Dritte Zwischenzeit, 22.–23. Dynastie",https://aku-pal.uni-mainz.de/datings/769,FALSE
159,23,Z6,𓏱,svgs/ht/ht_159.svg,Hieratisch,"Berlin, Ägyptisches Museum und Papyrussammlung, P. 3056","Dritte Zwischenzeit, 22.–23. Dynastie",https://aku-pal.uni-mainz.de/datings/768,FALSE
160,19,A15,𓀒,svgs/ht/ht_160.svg,Hieratisch,"Berlin, Ägyptisches Museum und Papyrussammlung, P. 3056","Dritte Zwischenzeit, 22.–23. Dynastie",https://aku-pal.uni-mainz.de/datings/768,FALSE
161,19,A15,𓀒,svgs/ht/ht_161.svg,Hieratisch,"Berlin, Ägyptisches Museum und Papyrussammlung, P. 3056","Dritte Zwischenzeit, 22.–23. Dynastie",https://aku-pal.uni-mainz.de/datings/768,FALSE
162,17,A16,𓀓,svgs/ht/ht_162.svg,Hieratisch,"Berlin, Ägyptisches Museum und Papyrussammlung, P. 3055","Dritte Zwischenzeit, 22.–23. Dynastie",https://aku-pal.uni-mainz.de/datings/766,FALSE
163,4,A17,𓀔,svgs/ht/ht_163.svg,Hieratisch,"Berlin, Ägyptisches Museum und Papyrussammlung, P. 3056","Dritte Zwischenzeit, 22.–23. Dynastie",https://aku-pal.uni-mainz.de/datings/768,FALSE
164,48,A19,𓀗,svgs/ht/ht_164.svg,Hieratisch,"Berlin, Ägyptisches Museum und Papyrussammlung, P. 3055","Dritte Zwischenzeit, 22.–23. Dynastie",https://aku-pal.uni-mainz.de/datings/766,FALSE
165,49,A19,𓀗,svgs/ht/ht_165.svg,Hieratisch,"Berlin, Ägyptisches Museum und Papyrussammlung, P. 3056","Dritte Zwischenzeit, 22.–23. Dynastie",https://aku-pal.uni-mainz.de/datings/768,FALSE
166,50,A21,𓀙,svgs/ht/ht_166.svg,Hieratisch,"Berlin, Ägyptisches Museum und Papyrussammlung, P. 3055","Dritte Zwischenzeit, 22.–23. Dynastie",https://aku-pal.uni-mainz.de/datings/766,FALSE
167,53,A35,𓀨,svgs/ht/ht_167.svg,Hieratisch,"Berlin, Ägyptisches Museum und Papyrussammlung, P. 3055","Dritte Zwischenzeit, 22.–23. Dynastie",https://aku-pal.uni-mainz.de/datings/766,FALSE
168,43,A24,𓀜,svgs/ht/ht_168.svg,Hieratisch,"Berlin, Ägyptisches Museum und Papyrussammlung, P. 3050","Dritte Zwischenzeit, 22.–23. Dynastie",https://aku-pal.uni-mainz.de/datings/769,FALSE
169,1546,A25-Z12,𓀝𓏷,svgs/ht/ht_169.svg,Hieratisch,"Berlin, Ägyptisches Museum und Papyrussammlung, P. 3055","Dritte Zwischenzeit, 22.–23. Dynastie",https://aku-pal.uni-mainz.de/datings/766,FALSE
170,6,A26,𓀞,svgs/ht/ht_170.svg,Hieratisch,"Berlin, Ägyptisches Museum und Papyrussammlung, P. 3056","Dritte Zwischenzeit, 22.–23. Dynastie",https://aku-pal.uni-mainz.de/datings/768,FALSE
171,6,A26,𓀞,svgs/ht/ht_171.svg,Hieratisch,"Berlin, Ägyptisches Museum und Papyrussammlung, P. 3056","Dritte Zwischenzeit, 22.–23. Dynastie",https://aku-pal.uni-mainz.de/datings/768,FALSE
173,8,A28,𓀠,svgs/ht/ht_173.svg,Hieratisch,"Berlin, Ägyptisches Museum und Papyrussammlung, P. 3056","Dritte Zwischenzeit, 22.–23. Dynastie",https://aku-pal.uni-mainz.de/datings/768,FALSE
174,7,A30,𓀢,svgs/ht/ht_174.svg,Hieratisch,"Berlin, Ägyptisches Museum und Papyrussammlung, P. 3056","Dritte Zwischenzeit, 22.–23. Dynastie",https://aku-pal.uni-mainz.de/datings/768,FALSE
175,13,A32,𓀤,svgs/ht/ht_175.svg,Hieratisch,"Berlin, Ägyptisches Museum und Papyrussammlung, P. 3050","Dritte Zwischenzeit, 22.–23. Dynastie",https://aku-pal.uni-mainz.de/datings/769,FALSE
176,25,A47,𓀸,svgs/ht/ht_176.svg,Hieratisch,"Berlin, Ägyptisches Museum und Papyrussammlung, P. 3055","Dritte Zwischenzeit, 22.–23. Dynastie",https://aku-pal.uni-mainz.de/datings/766,FALSE
177,30,A51,𓀼,svgs/ht/ht_177.svg,Hieratisch,"Berlin, Ägyptisches Museum und Papyrussammlung, P. 3056","Dritte Zwischenzeit, 22.–23. Dynastie",https://aku-pal.uni-mainz.de/datings/768,FALSE
178,30,A51,𓀼,svgs/ht/ht_178.svg,Hieratisch,"Berlin, Ägyptisches Museum und Papyrussammlung, P. 3056","Dritte Zwischenzeit, 22.–23. Dynastie",https://aku-pal.uni-mainz.de/datings/768,FALSE
179,28,A52,𓀽,svgs/ht/ht_179.svg,Hieratisch,"Berlin, Ägyptisches Museum und Papyrussammlung, P. 3048 ro","Dritte Zwischenzeit, 22.–23. Dynastie",https://aku-pal.uni-mainz.de/datings/767,FALSE
180,28,A52,𓀽,svgs/ht/ht_180.svg,Hieratisch,"Berlin, Ägyptisches Museum und Papyrussammlung, P. 3056","Dritte Zwischenzeit, 22.–23. Dynastie",https://aku-pal.uni-mainz.de/datings/768,FALSE
181,15,A53,𓀾,svgs/ht/ht_181.svg,Hieratisch,"Berlin, Ägyptisches Museum und Papyrussammlung, P. 3056","Dritte Zwischenzeit, 22.–23. Dynastie",https://aku-pal.uni-mainz.de/datings/768,FALSE
182,15,A53,𓀾,svgs/ht/ht_182.svg,Hieratisch,"Berlin, Ägyptisches Museum und Papyrussammlung, P. 3056","Dritte Zwischenzeit, 22.–23. Dynastie",https://aku-pal.uni-mainz.de/datings/768,FALSE
183,858,A73,A73,svgs/ht/ht_183.svg,Hieratisch,"Berlin, Ägyptisches Museum und Papyrussammlung, P. 3056","Dritte Zwischenzeit, 22.–23. Dynastie",https://aku-pal.uni-mainz.de/datings/768,FALSE
184,3,A2,𓀁,svgs/ht/ht_184.svg,Hieratisch,"D. Amasis, Jahr 5","Spätzeit, 26. Dynastie, Amasis Chenemibre, Regierungsjahr 5, Monat 4, Jahreszeit pr.t, Tag 11",https://aku-pal.uni-mainz.de/datings/89,FALSE
185,1,A1,𓀀,svgs/ht/ht_185.svg,Hieratisch,"D. Amasis, Jahr 5","Spätzeit, 26. Dynastie, Amasis Chenemibre, Regierungsjahr 5, Monat 4, Jahreszeit pr.t, Tag 11",https://aku-pal.uni-mainz.de/datings/89,FALSE
186,4,A17,𓀔,svgs/ht/ht_186.svg,Hieratisch,"D. Amasis, Jahr 5","Spätzeit, 26. Dynastie, Amasis Chenemibre, Regierungsjahr 5, Monat 4, Jahreszeit pr.t, Tag 11",https://aku-pal.uni-mainz.de/datings/89,FALSE
187,30,A51,𓀼,svgs/ht/ht_187.svg,Hieratisch,"Paris, Musée du Louvre, N 815","Spätzeit, 26. Dynastie, Apries Haaibre, Regierungsjahr 1, Monat 2, Jahreszeit pr.t",https://aku-pal.uni-mainz.de/datings/90,FALSE
189,3,A2,𓀁,svgs/ht/ht_189.svg,Hieratisch,"Manchester, John Rylands Library, Dem. 9","Spätzeit, 27. Dynastie, Dareios I. Setutre, Regierungsjahr 9, Phamenoth",https://aku-pal.uni-mainz.de/datings/91,FALSE
190,1,A1,𓀀,svgs/ht/ht_190.svg,Hieratisch,"Manchester, John Rylands Library, Dem. 9","Spätzeit, 27. Dynastie, Dareios I. Setutre, Regierungsjahr 9, Phamenoth",https://aku-pal.uni-mainz.de/datings/91,FALSE
191,1,A1,𓀀,svgs/ht/ht_191.svg,Hieratisch,"Manchester, John Rylands Library, Dem. 9","Spätzeit, 27. Dynastie, Dareios I. Setutre, Regierungsjahr 9, Phamenoth",https://aku-pal.uni-mainz.de/datings/91,FALSE
192,1,A1,𓀀,svgs/ht/ht_192.svg,Hieratisch,"Manchester, John Rylands Library, Dem. 9","Spätzeit, 27. Dynastie, Dareios I. Setutre, Regierungsjahr 9, Phamenoth",https://aku-pal.uni-mainz.de/datings/91,FALSE
193,3,A2,𓀁,svgs/ht/ht_193.svg,Hieratisch,"Manchester, John Rylands Library, Dem. 9","Spätzeit, 27. Dynastie, Dareios I. Setutre, Regierungsjahr 9, Phamenoth",https://aku-pal.uni-mainz.de/datings/91,FALSE
194,4,A17,𓀔,svgs/ht/ht_194.svg,Hieratisch,"Manchester, John Rylands Library, Dem. 9","Spätzeit, 27. Dynastie, Dareios I. Setutre, Regierungsjahr 9, Phamenoth",https://aku-pal.uni-mainz.de/datings/91,FALSE
195,50,A21,𓀙,svgs/ht/ht_195.svg,Hieratisch,"Manchester, John Rylands Library, Dem. 9","Spätzeit, 27. Dynastie, Dareios I. Setutre, Regierungsjahr 9, Phamenoth",https://aku-pal.uni-mainz.de/datings/91,FALSE
196,43,A24,𓀜,svgs/ht/ht_196.svg,Hieratisch,"Manchester, John Rylands Library, Dem. 9","Spätzeit, 27. Dynastie, Dareios I. Setutre, Regierungsjahr 9, Phamenoth",https://aku-pal.uni-mainz.de/datings/91,FALSE
197,43,A24,𓀜,svgs/ht/ht_197.svg,Hieratisch,"Manchester, John Rylands Library, Dem. 9","Spätzeit, 27. Dynastie, Dareios I. Setutre, Regierungsjahr 9, Phamenoth",https://aku-pal.uni-mainz.de/datings/91,FALSE
198,28,A52,𓀽,svgs/ht/ht_198.svg,Hieratisch,"Manchester, John Rylands Library, Dem. 9","Spätzeit, 27. Dynastie, Dareios I. Setutre, Regierungsjahr 9, Phamenoth",https://aku-pal.uni-mainz.de/datings/91,FALSE
199,3,A2,𓀁,svgs/ht/ht_199.svg,Hieratisch,"Berlin, Ägyptisches Museum und Papyrussammlung, P. 3073 London, British Museum, EA 10265 + EA 10266 New York City, Pierpont Morgan Library, Amherst 41","Griechisch-römische Zeit, Ptolemäerzeit",https://aku-pal.uni-mainz.de/datings/92,FALSE
200,1,A1,𓀀,svgs/ht/ht_200.svg,Hieratisch,"Berlin, Ägyptisches Museum und Papyrussammlung, P. 3073 London, British Museum, EA 10265 + EA 10266 New York City, Pierpont Morgan Library, Amherst 41","Griechisch-römische Zeit, Ptolemäerzeit",https://aku-pal.uni-mainz.de/datings/92,FALSE
202,1,A1,𓀀,svgs/ht/ht_202.svg,Hieratisch,"Berlin, Ägyptisches Museum und Papyrussammlung, P. 3073 London, British Museum, EA 10265 + EA 10266 New York City, Pierpont Morgan Library, Amherst 41","Griechisch-römische Zeit, Ptolemäerzeit",https://aku-pal.uni-mainz.de/datings/92,FALSE
203,3,A2,𓀁,svgs/ht/ht_203.svg,Hieratisch,"Berlin, Ägyptisches Museum und Papyrussammlung, P. 3073 London, British Museum, EA 10265 + EA 10266 New York City, Pierpont Morgan Library, Amherst 41","Griechisch-römische Zeit, Ptolemäerzeit",https://aku-pal.uni-mainz.de/datings/92,FALSE
204,34,A5B,A5B,svgs/ht/ht_204.svg,Hieratisch,"Berlin, Ägyptisches Museum und Papyrussammlung, P. 3073 London, British Museum, EA 10265 + EA 10266 New York City, Pierpont Morgan Library, Amherst 41","Griechisch-römische Zeit, Ptolemäerzeit",https://aku-pal.uni-mainz.de/datings/92,FALSE
206,10,A7A,A7A,svgs/ht/ht_206.svg,Hieratisch,"Berlin, Ägyptisches Museum und Papyrussammlung, P. 3073 London, British Museum, EA 10265 + EA 10266 New York City, Pierpont Morgan Library, Amherst 41","Griechisch-römische Zeit, Ptolemäerzeit",https://aku-pal.uni-mainz.de/datings/92,FALSE
207,11,A8,𓀊,svgs/ht/ht_207.svg,Hieratisch,"Berlin, Ägyptisches Museum und Papyrussammlung, P. 3073 London, British Museum, EA 10265 + EA 10266 New York City, Pierpont Morgan Library, Amherst 41","Griechisch-römische Zeit, Ptolemäerzeit",https://aku-pal.uni-mainz.de/datings/92,FALSE
208,36,A9,𓀋,svgs/ht/ht_208.svg,Hieratisch,"Berlin, Ägyptisches Museum und Papyrussammlung, P. 3073 London, British Museum, EA 10265 + EA 10266 New York City, Pierpont Morgan Library, Amherst 41","Griechisch-römische Zeit, Ptolemäerzeit",https://aku-pal.uni-mainz.de/datings/92,FALSE
209,23,Z6,𓏱,svgs/ht/ht_209.svg,Hieratisch,"Berlin, Ägyptisches Museum und Papyrussammlung, P. 3073 London, British Museum, EA 10265 + EA 10266 New York City, Pierpont Morgan Library, Amherst 41","Griechisch-römische Zeit, Ptolemäerzeit",https://aku-pal.uni-mainz.de/datings/92,FALSE
210,23,Z6,𓏱,svgs/ht/ht_210.svg,Hieratisch,"Berlin, Ägyptisches Museum und Papyrussammlung, P. 3073 London, British Museum, EA 10265 + EA 10266 New York City, Pierpont Morgan Library, Amherst 41","Griechisch-römische Zeit, Ptolemäerzeit",https://aku-pal.uni-mainz.de/datings/92,FALSE
211,19,A15,𓀒,svgs/ht/ht_211.svg,Hieratisch,"Berlin, Ägyptisches Museum und Papyrussammlung, P. 3073 London, British Museum, EA 10265 + EA 10266 New York City, Pierpont Morgan Library, Amherst 41","Griechisch-römische Zeit, Ptolemäerzeit",https://aku-pal.uni-mainz.de/datings/92,FALSE
212,17,A16,𓀓,svgs/ht/ht_212.svg,Hieratisch,"Berlin, Ägyptisches Museum und Papyrussammlung, P. 3073 London, British Museum, EA 10265 + EA 10266 New York City, Pierpont Morgan Library, Amherst 41","Griechisch-römische Zeit, Ptolemäerzeit",https://aku-pal.uni-mainz.de/datings/92,FALSE
213,4,A17,𓀔,svgs/ht/ht_213.svg,Hieratisch,"Berlin, Ägyptisches Museum und Papyrussammlung, P. 3073 London, British Museum, EA 10265 + EA 10266 New York City, Pierpont Morgan Library, Amherst 41","Griechisch-römische Zeit, Ptolemäerzeit",https://aku-pal.uni-mainz.de/datings/92,FALSE
214,4,A17,𓀔,svgs/ht/ht_214.svg,Hieratisch,"Berlin, Ägyptisches Museum und Papyrussammlung, P. 3073 London, British Museum, EA 10265 + EA 10266 New York City, Pierpont Morgan Library, Amherst 41","Griechisch-römische Zeit, Ptolemäerzeit",https://aku-pal.uni-mainz.de/datings/92,FALSE
215,48,A19,𓀗,svgs/ht/ht_215.svg,Hieratisch,"Berlin, Ägyptisches Museum und Papyrussammlung, P. 3073 London, British Museum, EA 10265 + EA 10266 New York City, Pierpont Morgan Library, Amherst 41","Griechisch-römische Zeit, Ptolemäerzeit",https://aku-pal.uni-mainz.de/datings/92,FALSE
216,49,A19,𓀗,svgs/ht/ht_216.svg,Hieratisch,"Berlin, Ägyptisches Museum und Papyrussammlung, P. 3073 London, British Museum, EA 10265 + EA 10266 New York City, Pierpont Morgan Library, Amherst 41","Griechisch-römische Zeit, Ptolemäerzeit",https://aku-pal.uni-mainz.de/datings/92,FALSE
217,50,A21,𓀙,svgs/ht/ht_217.svg,Hieratisch,"Berlin, Ägyptisches Museum und Papyrussammlung, P. 3073 London, British Museum, EA 10265 + EA 10266 New York City, Pierpont Morgan Library, Amherst 41","Griechisch-römische Zeit, Ptolemäerzeit",https://aku-pal.uni-mainz.de/datings/92,FALSE
218,43,A24,𓀜,svgs/ht/ht_218.svg,Hieratisch,"Berlin, Ägyptisches Museum und Papyrussammlung, P. 3073 London, British Museum, EA 10265 + EA 10266 New York City, Pierpont Morgan Library, Amherst 41","Griechisch-römische Zeit, Ptolemäerzeit",https://aku-pal.uni-mainz.de/datings/92,FALSE
219,6,A26,𓀞,svgs/ht/ht_219.svg,Hieratisch,"Berlin, Ägyptisches Museum und Papyrussammlung, P. 3073 London, British Museum, EA 10265 + EA 10266 New York City, Pierpont Morgan Library, Amherst 41","Griechisch-römische Zeit, Ptolemäerzeit",https://aku-pal.uni-mainz.de/datings/92,FALSE
220,8,A28,𓀠,svgs/ht/ht_220.svg,Hieratisch,"Berlin, Ägyptisches Museum und Papyrussammlung, P. 3073 London, British Museum, EA 10265 + EA 10266 New York City, Pierpont Morgan Library, Amherst 41","Griechisch-römische Zeit, Ptolemäerzeit",https://aku-pal.uni-mainz.de/datings/92,FALSE
221,7,A30,𓀢,svgs/ht/ht_221.svg,Hieratisch,"Berlin, Ägyptisches Museum und Papyrussammlung, P. 3073 London, British Museum, EA 10265 + EA 10266 New York City, Pierpont Morgan Library, Amherst 41","Griechisch-römische Zeit, Ptolemäerzeit",https://aku-pal.uni-mainz.de/datings/92,FALSE
222,53,A35,𓀨,svgs/ht/ht_222.svg,Hieratisch,"Berlin, Ägyptisches Museum und Papyrussammlung, P. 3073 London, British Museum, EA 10265 + EA 10266 New York City, Pierpont Morgan Library, Amherst 41","Griechisch-römische Zeit, Ptolemäerzeit",https://aku-pal.uni-mainz.de/datings/92,FALSE
223,25,A47,𓀸,svgs/ht/ht_223.svg,Hieratisch,"Berlin, Ägyptisches Museum und Papyrussammlung, P. 3073 London, British Museum, EA 10265 + EA 10266 New York City, Pierpont Morgan Library, Amherst 41","Griechisch-römische Zeit, Ptolemäerzeit",https://aku-pal.uni-mainz.de/datings/92,FALSE
224,30,A51,𓀼,svgs/ht/ht_224.svg,Hieratisch,"Berlin, Ägyptisches Museum und Papyrussammlung, P. 3073 London, British Museum, EA 10265 + EA 10266 New York City, Pierpont Morgan Library, Amherst 41","Griechisch-römische Zeit, Ptolemäerzeit",https://aku-pal.uni-mainz.de/datings/92,FALSE
226,28,A52,𓀽,svgs/ht/ht_226.svg,Hieratisch,"Berlin, Ägyptisches Museum und Papyrussammlung, P. 3073 London, British Museum, EA 10265 + EA 10266 New York City, Pierpont Morgan Library, Amherst 41","Griechisch-römische Zeit, Ptolemäerzeit",https://aku-pal.uni-mainz.de/datings/92,FALSE
