sign_id,grapheme_id,mdc,Unicode,ht_local_path,schriftart,text,datierung,datierung_href,in_text_selection
228,28,A52,𓀽,svgs/ht/ht_228.svg,Hieratisch,"Berlin, Ägyptisches Museum und Papyrussammlung, P. 3073 London, British Museum, EA 10265 + EA 10266 New York City, Pierpont Morgan Library, Amherst 41","Griechisch-römische Zeit, Ptolemäerzeit",https://aku-pal.uni-mainz.de/datings/92,FALSE
229,15,A53,𓀾,svgs/ht/ht_229.svg,Hieratisch,"Berlin, Ägyptisches Museum und Papyrussammlung, P. 3073 London, British Museum, EA 10265 + EA 10266 New York City, Pierpont Morgan Library, Amherst 41","Griechisch-römische Zeit, Ptolemäerzeit",https://aku-pal.uni-mainz.de/datings/92,FALSE
230,15,A53,𓀾,svgs/ht/ht_230.svg,Hieratisch,"Berlin, Ägyptisches Museum und Papyrussammlung, P. 3073 London, British Museum, EA 10265 + EA 10266 New York City, Pierpont Morgan Library, Amherst 41","Griechisch-römische Zeit, Ptolemäerzeit",https://aku-pal.uni-mainz.de/datings/92,FALSE
231,42,A59,𓁄,svgs/ht/ht_231.svg,Hieratisch,"Berlin, Ägyptisches Museum und Papyrussammlung, P. 3073 London, British Museum, EA 10265 + EA 10266 New York City, Pierpont Morgan Library, Amherst 41","Griechisch-römische Zeit, Ptolemäerzeit",https://aku-pal.uni-mainz.de/datings/92,FALSE
232,775,C11,𓁨,svgs/ht/ht_232.svg,Hieratisch,"Berlin, Ägyptisches Museum und Papyrussammlung, P. 3073 London, British Museum, EA 10265 + EA 10266 New York City, Pierpont Morgan Library, Amherst 41","Griechisch-römische Zeit, Ptolemäerzeit",https://aku-pal.uni-mainz.de/datings/92,FALSE
233,6,A26,𓀞,svgs/ht/ht_233.svg,Hieratisch,"London, British Museum, EA 10188 [palimpsest new]","Griechisch-römische Zeit, Argeaden („Makedonierzeit“), Alexander IV., Regierungsjahr 12, Choiak",https://aku-pal.uni-mainz.de/datings/136,FALSE
234,8,A28,𓀠,svgs/ht/ht_234.svg,Hieratisch,"London, British Museum, EA 10188 [palimpsest new]","Griechisch-römische Zeit, Argeaden („Makedonierzeit“), Alexander IV., Regierungsjahr 12, Choiak",https://aku-pal.uni-mainz.de/datings/136,FALSE
235,7,A30,𓀢,svgs/ht/ht_235.svg,Hieratisch,"London, British Museum, EA 10188 [palimpsest new]","Griechisch-römische Zeit, Argeaden („Makedonierzeit“), Alexander IV., Regierungsjahr 12, Choiak",https://aku-pal.uni-mainz.de/datings/136,FALSE
236,7,A30,𓀢,svgs/ht/ht_236.svg,Hieratisch,"London, British Museum, EA 10188 [palimpsest new]","Griechisch-römische Zeit, Argeaden („Makedonierzeit“), Alexander IV., Regierungsjahr 12, Choiak",https://aku-pal.uni-mainz.de/datings/136,FALSE
237,52,A311,A311,svgs/ht/ht_237.svg,Hieratisch,"London, British Museum, EA 10188 [palimpsest new]","Griechisch-römische Zeit, Argeaden („Makedonierzeit“), Alexander IV., Regierungsjahr 12, Choiak",https://aku-pal.uni-mainz.de/datings/136,FALSE
238,40,A239,A239,svgs/ht/ht_238.svg,Hieratisch,"London, British Museum, EA 10188 [palimpsest new]","Griechisch-römische Zeit, Argeaden („Makedonierzeit“), Alexander IV., Regierungsjahr 12, Choiak",https://aku-pal.uni-mainz.de/datings/136,FALSE
239,41,A199A,A199A,svgs/ht/ht_239.svg,Hieratisch,"London, British Museum, EA 10188 [palimpsest new]","Griechisch-römische Zeit, Argeaden („Makedonierzeit“), Alexander IV., Regierungsjahr 12, Choiak",https://aku-pal.uni-mainz.de/datings/136,FALSE
240,45,A58,𓁃,svgs/ht/ht_240.svg,Hieratisch,"London, British Museum, EA 10188 [palimpsest new]","Griechisch-römische Zeit, Argeaden („Makedonierzeit“), Alexander IV., Regierungsjahr 12, Choiak",https://aku-pal.uni-mainz.de/datings/136,FALSE
241,45,A58,𓁃,svgs/ht/ht_241.svg,Hieratisch,"Berlin, Ägyptisches Museum und Papyrussammlung, P. 3057","Griechisch-römische Zeit, Argeaden („Makedonierzeit“), Alexander der Große – Griechisch-römische Zeit, Ptolemäerzeit",https://aku-pal.uni-mainz.de/datings/129,TRUE
242,861,A13A,A13A,svgs/ht/ht_242.svg,Hieratisch,"Berlin, Ägyptisches Museum und Papyrussammlung, P. 3057","Griechisch-römische Zeit, Argeaden („Makedonierzeit“), Alexander der Große – Griechisch-römische Zeit, Ptolemäerzeit",https://aku-pal.uni-mainz.de/datings/129,TRUE
243,1,A1,𓀀,svgs/ht/ht_243.svg,Hieratisch,"London, British Museum, EA 10188 [palimpsest new]","Griechisch-römische Zeit, Argeaden („Makedonierzeit“), Alexander IV., Regierungsjahr 12, Choiak",https://aku-pal.uni-mainz.de/datings/136,FALSE
244,3,A2,𓀁,svgs/ht/ht_244.svg,Hieratisch,"London, British Museum, EA 10188 [palimpsest new]","Griechisch-römische Zeit, Argeaden („Makedonierzeit“), Alexander IV., Regierungsjahr 12, Choiak",https://aku-pal.uni-mainz.de/datings/136,FALSE
245,34,A5B,A5B,svgs/ht/ht_245.svg,Hieratisch,"London, British Museum, EA 10188 [palimpsest new]","Griechisch-römische Zeit, Argeaden („Makedonierzeit“), Alexander IV., Regierungsjahr 12, Choiak",https://aku-pal.uni-mainz.de/datings/136,FALSE
246,10,A7A,A7A,svgs/ht/ht_246.svg,Hieratisch,"London, British Museum, EA 10188 [palimpsest new]","Griechisch-römische Zeit, Argeaden („Makedonierzeit“), Alexander IV., Regierungsjahr 12, Choiak",https://aku-pal.uni-mainz.de/datings/136,FALSE
247,11,A8,𓀊,svgs/ht/ht_247.svg,Hieratisch,"London, British Museum, EA 10188 [palimpsest new]","Griechisch-römische Zeit, Argeaden („Makedonierzeit“), Alexander IV., Regierungsjahr 12, Choiak",https://aku-pal.uni-mainz.de/datings/136,FALSE
248,11,A8,𓀊,svgs/ht/ht_248.svg,Hieratisch,"London, British Museum, EA 10188 [palimpsest new]","Griechisch-römische Zeit, Argeaden („Makedonierzeit“), Alexander IV., Regierungsjahr 12, Choiak",https://aku-pal.uni-mainz.de/datings/136,FALSE
249,36,A9,𓀋,svgs/ht/ht_249.svg,Hieratisch,"London, British Museum, EA 10188 [palimpsest new]","Griechisch-römische Zeit, Argeaden („Makedonierzeit“), Alexander IV., Regierungsjahr 12, Choiak",https://aku-pal.uni-mainz.de/datings/136,FALSE
250,36,A9,𓀋,svgs/ht/ht_250.svg,Hieratisch,"London, British Museum, EA 10188 [palimpsest new]","Griechisch-römische Zeit, Argeaden („Makedonierzeit“), Alexander IV., Regierungsjahr 12, Choiak",https://aku-pal.uni-mainz.de/datings/136,FALSE
251,23,Z6,𓏱,svgs/ht/ht_251.svg,Hieratisch,"London, British Museum, EA 10188 [palimpsest new]","Griechisch-römische Zeit, Argeaden („Makedonierzeit“), Alexander IV., Regierungsjahr 12, Choiak",https://aku-pal.uni-mainz.de/datings/136,FALSE
252,23,Z6,𓏱,svgs/ht/ht_252.svg,Hieratisch,"London, British Museum, EA 10188 [palimpsest new]","Griechisch-römische Zeit, Argeaden („Makedonierzeit“), Alexander IV., Regierungsjahr 12, Choiak",https://aku-pal.uni-mainz.de/datings/136,FALSE
253,23,Z6,𓏱,svgs/ht/ht_253.svg,Hieratisch,"London, British Museum, EA 10188 [palimpsest new]","Griechisch-römische Zeit, Argeaden („Makedonierzeit“), Alexander IV., Regierungsjahr 12, Choiak",https://aku-pal.uni-mainz.de/datings/136,FALSE
254,19,A15,𓀒,svgs/ht/ht_254.svg,Hieratisch,"London, British Museum, EA 10188 [palimpsest new]","Griechisch-römische Zeit, Argeaden („Makedonierzeit“), Alexander IV., Regierungsjahr 12, Choiak",https://aku-pal.uni-mainz.de/datings/136,FALSE
255,17,A16,𓀓,svgs/ht/ht_255.svg,Hieratisch,"Berlin, Ägyptisches Museum und Papyrussammlung, P. 3057","Griechisch-römische Zeit, Argeaden („Makedonierzeit“), Alexander der Große – Griechisch-römische Zeit, Ptolemäerzeit",https://aku-pal.uni-mainz.de/datings/129,TRUE
256,4,A17,𓀔,svgs/ht/ht_256.svg,Hieratisch,"London, British Museum, EA 10188 [palimpsest new]","Griechisch-römische Zeit, Argeaden („Makedonierzeit“), Alexander IV., Regierungsjahr 12, Choiak",https://aku-pal.uni-mainz.de/datings/136,FALSE
257,4,A17,𓀔,svgs/ht/ht_257.svg,Hieratisch,"London, British Museum, EA 10188 [palimpsest new]","Griechisch-römische Zeit, Argeaden („Makedonierzeit“), Alexander IV., Regierungsjahr 12, Choiak",https://aku-pal.uni-mainz.de/datings/136,FALSE
258,48,A19,𓀗,svgs/ht/ht_258.svg,Hieratisch,"London, British Museum, EA 10188 [palimpsest new]","Griechisch-römische Zeit, Argeaden („Makedonierzeit“), Alexander IV., Regierungsjahr 12, Choiak",https://aku-pal.uni-mainz.de/datings/136,FALSE
259,49,A19,𓀗,svgs/ht/ht_259.svg,Hieratisch,"London, British Museum, EA 10188 [palimpsest new]","Griechisch-römische Zeit, Argeaden („Makedonierzeit“), Alexander IV., Regierungsjahr 12, Choiak",https://aku-pal.uni-mainz.de/datings/136,FALSE
260,49,A19,𓀗,svgs/ht/ht_260.svg,Hieratisch,"London, British Museum, EA 10188 [palimpsest new]","Griechisch-römische Zeit, Argeaden („Makedonierzeit“), Alexander IV., Regierungsjahr 12, Choiak",https://aku-pal.uni-mainz.de/datings/136,FALSE
261,50,A21,𓀙,svgs/ht/ht_261.svg,Hieratisch,"London, British Museum, EA 10188 [palimpsest new]","Griechisch-römische Zeit, Argeaden („Makedonierzeit“), Alexander IV., Regierungsjahr 12, Choiak",https://aku-pal.uni-mainz.de/datings/136,FALSE
262,51,A23,𓀛,svgs/ht/ht_262.svg,Hieratisch,"London, British Museum, EA 10188 [palimpsest new]","Griechisch-römische Zeit, Argeaden („Makedonierzeit“), Alexander IV., Regierungsjahr 12, Choiak",https://aku-pal.uni-mainz.de/datings/136,FALSE
263,43,A24,𓀜,svgs/ht/ht_263.svg,Hieratisch,"London, British Museum, EA 10188 [palimpsest new]","Griechisch-römische Zeit, Argeaden („Makedonierzeit“), Alexander IV., Regierungsjahr 12, Choiak",https://aku-pal.uni-mainz.de/datings/136,FALSE
264,14,A29,𓀡,svgs/ht/ht_264.svg,Hieratisch,"London, British Museum, EA 10188 [palimpsest new]","Griechisch-römische Zeit, Argeaden („Makedonierzeit“), Alexander IV., Regierungsjahr 12, Choiak",https://aku-pal.uni-mainz.de/datings/136,FALSE
265,53,A35,𓀨,svgs/ht/ht_265.svg,Hieratisch,"London, British Museum, EA 10188 [palimpsest new]","Griechisch-römische Zeit, Argeaden („Makedonierzeit“), Alexander IV., Regierungsjahr 12, Choiak",https://aku-pal.uni-mainz.de/datings/136,FALSE
266,30,A51,𓀼,svgs/ht/ht_266.svg,Hieratisch,"London, British Museum, EA 10188 [palimpsest new]","Griechisch-römische Zeit, Argeaden („Makedonierzeit“), Alexander IV., Regierungsjahr 12, Choiak",https://aku-pal.uni-mainz.de/datings/136,FALSE
267,15,A53,𓀾,svgs/ht/ht_267.svg,Hieratisch,"London, British Museum, EA 10188 [palimpsest new]","Griechisch-römische Zeit, Argeaden („Makedonierzeit“), Alexander IV., Regierungsjahr 12, Choiak",https://aku-pal.uni-mainz.de/datings/136,FALSE
268,15,A53,𓀾,svgs/ht/ht_268.svg,Hieratisch,"London, British Museum, EA 10188 [palimpsest new]","Griechisch-römische Zeit, Argeaden („Makedonierzeit“), Alexander IV., Regierungsjahr 12, Choiak",https://aku-pal.uni-mainz.de/datings/136,FALSE
269,20,A54,𓀿,svgs/ht/ht_269.svg,Hieratisch,"Berlin, Ägyptisches Museum und Papyrussammlung, P. 3057","Griechisch-römische Zeit, Argeaden („Makedonierzeit“), Alexander der Große – Griechisch-römische Zeit, Ptolemäerzeit",https://aku-pal.uni-mainz.de/datings/129,TRUE
270,42,A59,𓁄,svgs/ht/ht_270.svg,Hieratisch,"London, British Museum, EA 10188 [palimpsest new]","Griechisch-römische Zeit, Argeaden („Makedonierzeit“), Alexander IV., Regierungsjahr 12, Choiak",https://aku-pal.uni-mainz.de/datings/136,FALSE
271,775,C11,𓁨,svgs/ht/ht_271.svg,Hieratisch,"London, British Museum, EA 10188 [palimpsest new]","Griechisch-römische Zeit, Argeaden („Makedonierzeit“), Alexander IV., Regierungsjahr 12, Choiak",https://aku-pal.uni-mainz.de/datings/136,FALSE
272,1,A1,𓀀,svgs/ht/ht_272.svg,Hieratisch,"Berlin, Ägyptisches Museum und Papyrussammlung, P. 13242 Ro","Griechisch-römische Zeit, Iulisch-Claudische Dynastie, Augustus",https://aku-pal.uni-mainz.de/datings/128,FALSE
273,3,A2,𓀁,svgs/ht/ht_273.svg,Hieratisch,"Berlin, Ägyptisches Museum und Papyrussammlung, P. 13242 Ro","Griechisch-römische Zeit, Iulisch-Claudische Dynastie, Augustus",https://aku-pal.uni-mainz.de/datings/128,FALSE
274,10,A7A,A7A,svgs/ht/ht_274.svg,Hieratisch,"Berlin, Ägyptisches Museum und Papyrussammlung, P. 13242 Ro","Griechisch-römische Zeit, Iulisch-Claudische Dynastie, Augustus",https://aku-pal.uni-mainz.de/datings/128,FALSE
275,23,Z6,𓏱,svgs/ht/ht_275.svg,Hieratisch,"Berlin, Ägyptisches Museum und Papyrussammlung, P. 13242 Ro","Griechisch-römische Zeit, Iulisch-Claudische Dynastie, Augustus",https://aku-pal.uni-mainz.de/datings/128,FALSE
276,23,Z6,𓏱,svgs/ht/ht_276.svg,Hieratisch,"Berlin, Ägyptisches Museum und Papyrussammlung, P. 13242 Ro","Griechisch-römische Zeit, Iulisch-Claudische Dynastie, Augustus",https://aku-pal.uni-mainz.de/datings/128,FALSE
277,19,A15,𓀒,svgs/ht/ht_277.svg,Hieratisch,"Berlin, Ägyptisches Museum und Papyrussammlung, P. 13242 Ro","Griechisch-römische Zeit, Iulisch-Claudische Dynastie, Augustus",https://aku-pal.uni-mainz.de/datings/128,FALSE
278,19,A15,𓀒,svgs/ht/ht_278.svg,Hieratisch,"Berlin, Ägyptisches Museum und Papyrussammlung, P. 13242 Ro","Griechisch-römische Zeit, Iulisch-Claudische Dynastie, Augustus",https://aku-pal.uni-mainz.de/datings/128,FALSE
279,4,A17,𓀔,svgs/ht/ht_279.svg,Hieratisch,"Berlin, Ägyptisches Museum und Papyrussammlung, P. 13242 Ro","Griechisch-römische Zeit, Iulisch-Claudische Dynastie, Augustus",https://aku-pal.uni-mainz.de/datings/128,FALSE
280,43,A24,𓀜,svgs/ht/ht_280.svg,Hieratisch,"Berlin, Ägyptisches Museum und Papyrussammlung, P. 13242 Ro","Griechisch-römische Zeit, Iulisch-Claudische Dynastie, Augustus",https://aku-pal.uni-mainz.de/datings/128,FALSE
281,43,A24,𓀜,svgs/ht/ht_281.svg,Hieratisch,"Berlin, Ägyptisches Museum und Papyrussammlung, P. 13242 Ro","Griechisch-römische Zeit, Iulisch-Claudische Dynastie, Augustus",https://aku-pal.uni-mainz.de/datings/128,FALSE
282,43,A24,𓀜,svgs/ht/ht_282.svg,Hieratisch,"Berlin, Ägyptisches Museum und Papyrussammlung, P. 13242 Ro","Griechisch-römische Zeit, Iulisch-Claudische Dynastie, Augustus",https://aku-pal.uni-mainz.de/datings/128,FALSE
284,6,A26,𓀞,svgs/ht/ht_284.svg,Hieratisch,"Berlin, Ägyptisches Museum und Papyrussammlung, P. 13242 Ro","Griechisch-römische Zeit, Iulisch-Claudische Dynastie, Augustus",https://aku-pal.uni-mainz.de/datings/128,FALSE
285,28,A52,𓀽,svgs/ht/ht_285.svg,Hieratisch,"Berlin, Ägyptisches Museum und Papyrussammlung, P. 13242 Ro","Griechisch-römische Zeit, Iulisch-Claudische Dynastie, Augustus",https://aku-pal.uni-mainz.de/datings/128,FALSE
286,15,A53,𓀾,svgs/ht/ht_286.svg,Hieratisch,"Berlin, Ägyptisches Museum und Papyrussammlung, P. 13242 Ro","Griechisch-römische Zeit, Iulisch-Claudische Dynastie, Augustus",https://aku-pal.uni-mainz.de/datings/128,FALSE
287,42,A59,𓁄,svgs/ht/ht_287.svg,Hieratisch,"Berlin, Ägyptisches Museum und Papyrussammlung, P. 13242 Ro","Griechisch-römische Zeit, Iulisch-Claudische Dynastie, Augustus",https://aku-pal.uni-mainz.de/datings/128,FALSE
288,6,A26,𓀞,svgs/ht/ht_288.svg,Hieratisch,"Leiden, Rijksmuseum van Oudheden, L.I.2","Griechisch-römische Zeit, Iulisch-Claudische Dynastie, Nero, Regierungsjahr 11, Tag 30, Phamenoth",https://aku-pal.uni-mainz.de/datings/125,FALSE
289,52,A311,A311,svgs/ht/ht_289.svg,Hieratisch,"Leiden, Rijksmuseum van Oudheden, L.I.2","Griechisch-römische Zeit, Iulisch-Claudische Dynastie, Nero, Regierungsjahr 11, Tag 30, Phamenoth",https://aku-pal.uni-mainz.de/datings/125,FALSE
290,40,A239,A239,svgs/ht/ht_290.svg,Hieratisch,"Leiden, Rijksmuseum van Oudheden, L.I.2","Griechisch-römische Zeit, Iulisch-Claudische Dynastie, Nero, Regierungsjahr 11, Tag 30, Phamenoth",https://aku-pal.uni-mainz.de/datings/125,FALSE
292,41,A199A,A199A,svgs/ht/ht_292.svg,Hieratisch,"Leiden, Rijksmuseum van Oudheden, L.I.2","Griechisch-römische Zeit, Iulisch-Claudische Dynastie, Nero, Regierungsjahr 11, Tag 30, Phamenoth",https://aku-pal.uni-mainz.de/datings/125,FALSE
293,39,A184A,A184A,svgs/ht/ht_293.svg,Hieratisch,"Leiden, Rijksmuseum van Oudheden, L.I.2","Griechisch-römische Zeit, Iulisch-Claudische Dynastie, Nero, Regierungsjahr 11, Tag 30, Phamenoth",https://aku-pal.uni-mainz.de/datings/125,FALSE
294,45,A58,𓁃,svgs/ht/ht_294.svg,Hieratisch,"Leiden, Rijksmuseum van Oudheden, L.I.2","Griechisch-römische Zeit, Iulisch-Claudische Dynastie, Nero, Regierungsjahr 11, Tag 30, Phamenoth",https://aku-pal.uni-mainz.de/datings/125,FALSE
295,37,A121C,A121C,svgs/ht/ht_295.svg,Hieratisch,"Leiden, Rijksmuseum van Oudheden, L.I.2","Griechisch-römische Zeit, Iulisch-Claudische Dynastie, Nero, Regierungsjahr 11, Tag 30, Phamenoth",https://aku-pal.uni-mainz.de/datings/125,FALSE
296,861,A13A,A13A,svgs/ht/ht_296.svg,Hieratisch,"Leiden, Rijksmuseum van Oudheden, L.I.2","Griechisch-römische Zeit, Iulisch-Claudische Dynastie, Nero, Regierungsjahr 11, Tag 30, Phamenoth",https://aku-pal.uni-mainz.de/datings/125,FALSE
297,1,A1,𓀀,svgs/ht/ht_297.svg,Hieratisch,"Leiden, Rijksmuseum van Oudheden, L.I.2","Griechisch-römische Zeit, Iulisch-Claudische Dynastie, Nero, Regierungsjahr 11, Tag 30, Phamenoth",https://aku-pal.uni-mainz.de/datings/125,FALSE
298,1,A1,𓀀,svgs/ht/ht_298.svg,Hieratisch,"Leiden, Rijksmuseum van Oudheden, L.I.2","Griechisch-römische Zeit, Iulisch-Claudische Dynastie, Nero, Regierungsjahr 11, Tag 30, Phamenoth",https://aku-pal.uni-mainz.de/datings/125,FALSE
299,1,A1,𓀀,svgs/ht/ht_299.svg,Hieratisch,"Leiden, Rijksmuseum van Oudheden, L.I.2","Griechisch-römische Zeit, Iulisch-Claudische Dynastie, Nero, Regierungsjahr 11, Tag 30, Phamenoth",https://aku-pal.uni-mainz.de/datings/125,FALSE
300,3,A2,𓀁,svgs/ht/ht_300.svg,Hieratisch,"Leiden, Rijksmuseum van Oudheden, L.I.2","Griechisch-römische Zeit, Iulisch-Claudische Dynastie, Nero, Regierungsjahr 11, Tag 30, Phamenoth",https://aku-pal.uni-mainz.de/datings/125,FALSE
301,3,A2,𓀁,svgs/ht/ht_301.svg,Hieratisch,"Leiden, Rijksmuseum van Oudheden, L.I.2","Griechisch-römische Zeit, Iulisch-Claudische Dynastie, Nero, Regierungsjahr 11, Tag 30, Phamenoth",https://aku-pal.uni-mainz.de/datings/125,FALSE
302,3,A2,𓀁,svgs/ht/ht_302.svg,Hieratisch,"Leiden, Rijksmuseum van Oudheden, L.I.2","Griechisch-römische Zeit, Iulisch-Claudische Dynastie, Nero, Regierungsjahr 11, Tag 30, Phamenoth",https://aku-pal.uni-mainz.de/datings/125,FALSE
303,10,A7A,A7A,svgs/ht/ht_303.svg,Hieratisch,"Leiden, Rijksmuseum van Oudheden, L.I.2","Griechisch-römische Zeit, Iulisch-Claudische Dynastie, Nero, Regierungsjahr 11, Tag 30, Phamenoth",https://aku-pal.uni-mainz.de/datings/125,FALSE
304,36,A9,𓀋,svgs/ht/ht_304.svg,Hieratisch,"Leiden, Rijksmuseum van Oudheden, L.I.2","Griechisch-römische Zeit, Iulisch-Claudische Dynastie, Nero, Regierungsjahr 11, Tag 30, Phamenoth",https://aku-pal.uni-mainz.de/datings/125,FALSE
305,23,Z6,𓏱,svgs/ht/ht_305.svg,Hieratisch,"Leiden, Rijksmuseum van Oudheden, L.I.2","Griechisch-römische Zeit, Iulisch-Claudische Dynastie, Nero, Regierungsjahr 11, Tag 30, Phamenoth",https://aku-pal.uni-mainz.de/datings/125,FALSE
306,23,Z6,𓏱,svgs/ht/ht_306.svg,Hieratisch,"Leiden, Rijksmuseum van Oudheden, L.I.2","Griechisch-römische Zeit, Iulisch-Claudische Dynastie, Nero, Regierungsjahr 11, Tag 30, Phamenoth",https://aku-pal.uni-mainz.de/datings/125,FALSE
307,19,A15,𓀒,svgs/ht/ht_307.svg,Hieratisch,"Leiden, Rijksmuseum van Oudheden, L.I.2","Griechisch-römische Zeit, Iulisch-Claudische Dynastie, Nero, Regierungsjahr 11, Tag 30, Phamenoth",https://aku-pal.uni-mainz.de/datings/125,FALSE
308,4,A17,𓀔,svgs/ht/ht_308.svg,Hieratisch,"Leiden, Rijksmuseum van Oudheden, L.I.2","Griechisch-römische Zeit, Iulisch-Claudische Dynastie, Nero, Regierungsjahr 11, Tag 30, Phamenoth",https://aku-pal.uni-mainz.de/datings/125,FALSE
309,4,A17,𓀔,svgs/ht/ht_309.svg,Hieratisch,"Leiden, Rijksmuseum van Oudheden, L.I.2","Griechisch-römische Zeit, Iulisch-Claudische Dynastie, Nero, Regierungsjahr 11, Tag 30, Phamenoth",https://aku-pal.uni-mainz.de/datings/125,FALSE
310,48,A19,𓀗,svgs/ht/ht_310.svg,Hieratisch,"Leiden, Rijksmuseum van Oudheden, L.I.2","Griechisch-römische Zeit, Iulisch-Claudische Dynastie, Nero, Regierungsjahr 11, Tag 30, Phamenoth",https://aku-pal.uni-mainz.de/datings/125,FALSE
311,49,A19,𓀗,svgs/ht/ht_311.svg,Hieratisch,"Leiden, Rijksmuseum van Oudheden, L.I.2","Griechisch-römische Zeit, Iulisch-Claudische Dynastie, Nero, Regierungsjahr 11, Tag 30, Phamenoth",https://aku-pal.uni-mainz.de/datings/125,FALSE
312,50,A21,𓀙,svgs/ht/ht_312.svg,Hieratisch,"Leiden, Rijksmuseum van Oudheden, L.I.2","Griechisch-römische Zeit, Iulisch-Claudische Dynastie, Nero, Regierungsjahr 11, Tag 30, Phamenoth",https://aku-pal.uni-mainz.de/datings/125,FALSE
313,43,A24,𓀜,svgs/ht/ht_313.svg,Hieratisch,"Leiden, Rijksmuseum van Oudheden, L.I.2","Griechisch-römische Zeit, Iulisch-Claudische Dynastie, Nero, Regierungsjahr 11, Tag 30, Phamenoth",https://aku-pal.uni-mainz.de/datings/125,FALSE
314,43,A24,𓀜,svgs/ht/ht_314.svg,Hieratisch,"Leiden, Rijksmuseum van Oudheden, L.I.2","Griechisch-römische Zeit, Iulisch-Claudische Dynastie, Nero, Regierungsjahr 11, Tag 30, Phamenoth",https://aku-pal.uni-mainz.de/datings/125,FALSE
315,6,A26,𓀞,svgs/ht/ht_315.svg,Hieratisch,"Leiden, Rijksmuseum van Oudheden, L.I.2","Griechisch-römische Zeit, Iulisch-Claudische Dynastie, Nero, Regierungsjahr 11, Tag 30, Phamenoth",https://aku-pal.uni-mainz.de/datings/125,FALSE
316,37,A121C,A121C,svgs/ht/ht_316.svg,Hieratisch,"London, British Museum, EA 10672",Griechisch-römische Zeit,https://aku-pal.uni-mainz.de/datings/153,FALSE
317,51,A23,𓀛,svgs/ht/ht_317.svg,Hieratisch,"Berlin, Ägyptisches Museum und Papyrussammlung, P. 7809 + P. 7810 Paris, Musée du Louvre, AF 11112","Griechisch-römische Zeit, Antoninische Dynastie, Trajan – Griechisch-römische Zeit, Antoninische Dynastie, Antoninus Pius",https://aku-pal.uni-mainz.de/datings/154,FALSE
319,52,A311,A311,svgs/ht/ht_319.svg,Hieratisch,"London, British Museum, EA 10672",Griechisch-römische Zeit,https://aku-pal.uni-mainz.de/datings/153,FALSE
320,40,A239,A239,svgs/ht/ht_320.svg,Hieratisch,"London, British Museum, EA 10672",Griechisch-römische Zeit,https://aku-pal.uni-mainz.de/datings/153,FALSE
321,41,A199A,A199A,svgs/ht/ht_321.svg,Hieratisch,"Berlin, Ägyptisches Museum und Papyrussammlung, P. 7809 + P. 7810 Paris, Musée du Louvre, AF 11112","Griechisch-römische Zeit, Antoninische Dynastie, Trajan – Griechisch-römische Zeit, Antoninische Dynastie, Antoninus Pius",https://aku-pal.uni-mainz.de/datings/154,FALSE
322,1,A1,𓀀,svgs/ht/ht_322.svg,Hieratisch,"London, British Museum, EA 10672",Griechisch-römische Zeit,https://aku-pal.uni-mainz.de/datings/153,FALSE
323,1,A1,𓀀,svgs/ht/ht_323.svg,Hieratisch,"Berlin, Ägyptisches Museum und Papyrussammlung, P. 7809 + P. 7810 Paris, Musée du Louvre, AF 11112","Griechisch-römische Zeit, Antoninische Dynastie, Trajan – Griechisch-römische Zeit, Antoninische Dynastie, Antoninus Pius",https://aku-pal.uni-mainz.de/datings/154,FALSE
325,3,A2,𓀁,svgs/ht/ht_325.svg,Hieratisch,"London, British Museum, EA 10672",Griechisch-römische Zeit,https://aku-pal.uni-mainz.de/datings/153,FALSE
326,3,A2,𓀁,svgs/ht/ht_326.svg,Hieratisch,"Berlin, Ägyptisches Museum und Papyrussammlung, P. 7809 + P. 7810 Paris, Musée du Louvre, AF 11112","Griechisch-römische Zeit, Antoninische Dynastie, Trajan – Griechisch-römische Zeit, Antoninische Dynastie, Antoninus Pius",https://aku-pal.uni-mainz.de/datings/154,FALSE
327,34,A5B,A5B,svgs/ht/ht_327.svg,Hieratisch,"Berlin, Ägyptisches Museum und Papyrussammlung, P. 7809 + P. 7810 Paris, Musée du Louvre, AF 11112","Griechisch-römische Zeit, Antoninische Dynastie, Trajan – Griechisch-römische Zeit, Antoninische Dynastie, Antoninus Pius",https://aku-pal.uni-mainz.de/datings/154,FALSE
328,10,A7A,A7A,svgs/ht/ht_328.svg,Hieratisch,"London, British Museum, EA 10672",Griechisch-römische Zeit,https://aku-pal.uni-mainz.de/datings/153,FALSE
329,10,A7A,A7A,svgs/ht/ht_329.svg,Hieratisch,"Berlin, Ägyptisches Museum und Papyrussammlung, P. 7809 + P. 7810 Paris, Musée du Louvre, AF 11112","Griechisch-römische Zeit, Antoninische Dynastie, Trajan – Griechisch-römische Zeit, Antoninische Dynastie, Antoninus Pius",https://aku-pal.uni-mainz.de/datings/154,FALSE
330,11,A8,𓀊,svgs/ht/ht_330.svg,Hieratisch,"London, British Museum, EA 10672",Griechisch-römische Zeit,https://aku-pal.uni-mainz.de/datings/153,FALSE
331,47,A12,𓀎,svgs/ht/ht_331.svg,Hieratisch,"London, British Museum, EA 10672",Griechisch-römische Zeit,https://aku-pal.uni-mainz.de/datings/153,FALSE
