text,aku_text_id,aku_url,n_signs,genre,textinhalt_raw,datierung,epoche,date_start,date_end,date_mid,register,notes
"Brooklyn (NY), The Brooklyn Museum, 47.218.84",111740,https://aku-pal.uni-mainz.de/texts/111740,1914,Mythologischer Text,Mythologischer Text,"Spätzeit, 26. Dynastie, Psammetich I.",Spätzeit,-664,-610,-637,,
"New York City, Metropolitan Museum of Art, 22.3.516",5000016,https://aku-pal.uni-mainz.de/texts/5000016,1455,Brief,Brief (an einen Lebenden),"Mittleres Reich, 12. Dynastie, Sesostris I.",Mittleres Reich,-1956,-1911,-1934,,
"New York City, Metropolitan Museum of Art, 22.3.517",5000017,https://aku-pal.uni-mainz.de/texts/5000017,1312,Brief,Brief (an einen Lebenden),"Mittleres Reich, 12. Dynastie, Sesostris I.",Mittleres Reich,-1956,-1911,-1934,,
"Berlin, Ägyptisches Museum und Papyrussammlung, P. 3057",130723,https://aku-pal.uni-mainz.de/texts/130723,1197,Verklärungen,Verklärungen,"Griechisch-römische Zeit, Argeaden („Makedonierzeit“), Alexander der Große – Griechisch-römische Zeit, Ptolemäerzeit",Griechisch-römische Zeit,-332,-30,-181,,
"London, British Museum, EA 9999",381231,https://aku-pal.uni-mainz.de/texts/381231,1138,Tempelbezogene Texte,Tempelbezogene Texte,"Neues Reich, 20. Dynastie",Neues Reich,-1186,-1069,-1128,,
"Brooklyn (NY), The Brooklyn Museum, 47.218.3",56305,https://aku-pal.uni-mainz.de/texts/56305,943,Petition,Petition,"Spätzeit, 26. Dynastie, Psammetich I., Regierungsjahr 14, Monat 1, Jahreszeit šm.w, Tag 5",Spätzeit,-651,-650,-650,,
"Paris, Bibliothèque Nationale de France, Egyptien 183",5000080,https://aku-pal.uni-mainz.de/texts/5000080,841,Lehre,Lehre (Kagemni),"Mittleres Reich, 12. Dynastie",Mittleres Reich,-1985,-1773,-1879,,
"London, British Museum, EA 10735",380868,https://aku-pal.uni-mainz.de/texts/380868,695,Rechnung,Rechnung,"Altes Reich, 5. Dynastie, Niuserre – Altes Reich, 6. Dynastie, Pepi II.",Altes Reich,-2445,-2184,-2314,,
"Leipzig, Bibliotheca Albertina, Papyrus- und Ostrakasammlung, P. Ebers",5000268,https://aku-pal.uni-mainz.de/texts/5000268,599,Medizinischer Text,Medizinischer Text,"Neues Reich, 18. Dynastie, Amenhotep I., Regierungsjahr 9",Neues Reich,-1517,-1516,-1516,,
"Berlin, Ägyptisches Museum und Papyrussammlung, P. 3022 New York City, Pierpont Morgan Library, Amh. Egy. Pap. 4",5000036,https://aku-pal.uni-mainz.de/texts/5000036,560,Erzählung,Erzählung (Die Geschichte des Sinuhe),"Mittleres Reich, 12. Dynastie, Amenemhet III.",Mittleres Reich,-1831,-1786,-1808,,
"Brüssel, Musées Royaux d’Art et d’Histoire, E 3208 Kairo, Institut français d’archéologie orientale, 2509 + 2510",5001044,https://aku-pal.uni-mainz.de/texts/5001044,559,Kemit,Kemit,"Neues Reich, 20. Dynastie, Ramses III.",Neues Reich,-1184,-1153,-1168,,
"Oxford, Ashmolean Museum, ANAsh.Mus.H.O.1191",5001250,https://aku-pal.uni-mainz.de/texts/5001250,524,Kemit,Kemit,"Neues Reich, 19. Dynastie, Merenptah – Neues Reich, 19. Dynastie, Tausret",Neues Reich,-1213,-1186,-1200,,
"London, British Museum, EA 10221",381251,https://aku-pal.uni-mainz.de/texts/381251,434,Gerichtsurkunde/Zeugenaussage,Gerichtsurkunde/Zeugenaussage,"Neues Reich, 20. Dynastie, Ramses IX., Regierungsjahr 16",Neues Reich,-1111,-1110,-1110,,
"London, British Museum, EA 10490",134518,https://aku-pal.uni-mainz.de/texts/134518,416,Totenbuch,Totenbuch,"Dritte Zwischenzeit, 21. Dynastie, Psusennes I.",Dritte Zwischenzeit,-1039,-991,-1015,,
"London, British Museum, EA 5646 ro",5000234,https://aku-pal.uni-mainz.de/texts/5000234,399,Hymnus im Götterkult,Hymnus im Götterkult (Hymnus an Thot),"Neues Reich, 18. Dynastie",Neues Reich,-1550,-1295,-1422,,
"Moskau, State Pushkin Museum of Fine Arts, I, 1б 314",5000007,https://aku-pal.uni-mainz.de/texts/5000007,398,Hymne im Königskult,Hymne im Königskult (Investiturritual),"Zweite Zwischenzeit, 17. Dynastie",Zweite Zwischenzeit,-1580,-1550,-1565,,
"Berlin, Ägyptisches Museum und Papyrussammlung, P. 3033",5000278,https://aku-pal.uni-mainz.de/texts/5000278,372,Erzählung,Erzählung (Westcar),"Zweite Zwischenzeit, 17. Dynastie",Zweite Zwischenzeit,-1580,-1550,-1565,,
"New York City, Metropolitan Museum of Art, 22.3.518",5000018,https://aku-pal.uni-mainz.de/texts/5000018,371,Brief,Brief (an einen Lebenden),"Mittleres Reich, 12. Dynastie, Sesostris I.",Mittleres Reich,-1956,-1911,-1934,,
"London, British Museum, EA 10057 + EA 10058",380851,https://aku-pal.uni-mainz.de/texts/380851,367,Mathematischer Text,Mathematischer Text,"Zweite Zwischenzeit, 15. Dynastie, Apopi, Regierungsjahr 33, Monat 4, Jahreszeit ꜣḫ.t",Zweite Zwischenzeit,-1650,-1550,-1600,,
"Turin, Museo Egizio, CGT 54051",5000059,https://aku-pal.uni-mainz.de/texts/5000059,314,Magischer Text,Magischer Text,"Neues Reich, 20. Dynastie",Neues Reich,-1186,-1069,-1128,,
"London, British Museum, EA 10249",380655,https://aku-pal.uni-mainz.de/texts/380655,309,Literarischer Text,Literarischer Text,"Neues Reich, 19. Dynastie, Sethos II., Regierungsjahr 1",Neues Reich,-1200,-1199,-1200,,
"Kairo, Ägyptisches Museum, CG 58069",5000225,https://aku-pal.uni-mainz.de/texts/5000225,297,Rechnung,Rechnung,"Zweite Zwischenzeit, 13. Dynastie, Chendjer Userkare – Zweite Zwischenzeit, 13. Dynastie, Sobekhotep III.",Zweite Zwischenzeit,-1773,-1650,-1712,,
"Paris, Bibliothèque Nationale de France, Egyptien 186–194",5000314,https://aku-pal.uni-mainz.de/texts/5000314,288,Lehre,Lehre (Ptahhotep),"Mittleres Reich, 12. Dynastie",Mittleres Reich,-1985,-1773,-1879,,
"Paris, Musée du Louvre, E 3226 A + E 3226 B",56807,https://aku-pal.uni-mainz.de/texts/56807,284,Administrativer Text,Administrativer Text,"Neues Reich, 18. Dynastie, Thutmosis III. (Alleinregierung), Regierungsjahr 28 – Neues Reich, 18. Dynastie, Thutmosis III. (Alleinregierung), Regierungsjahr 34",Neues Reich,-1431,-1425,-1428,,
"London, British Museum, EA 10181",381250,https://aku-pal.uni-mainz.de/texts/381250,284,Erzählung,Erzählung (Battle of Kadesh),"Neues Reich, 19. Dynastie",Neues Reich,-1295,-1186,-1240,,
"London, British Museum, EA 10183",381214,https://aku-pal.uni-mainz.de/texts/381214,264,Erzählung,Erzählung (Das Zweibrüdermärchen),"Neues Reich, 19. Dynastie, Amenmesse – Neues Reich, 19. Dynastie, Sethos II.",Neues Reich,-1203,-1194,-1198,,
D. Assiut N13.1 TN33,5000653,https://aku-pal.uni-mainz.de/texts/5000653,264,Besuchertext,Besuchertext (Scribe Men),"Neues Reich, 18. Dynastie",Neues Reich,-1550,-1295,-1422,,
"Berlin, Ägyptisches Museum und Papyrussammlung, P. 3029 [a]",5000116,https://aku-pal.uni-mainz.de/texts/5000116,258,Nicht spezifizierter Königlicher Text,Nicht spezifizierter Königlicher Text (text a),"Neues Reich, 18. Dynastie, Amenhotep II.",Neues Reich,-1427,-1400,-1414,,
"London, British Museum, EA 10185",322164,https://aku-pal.uni-mainz.de/texts/322164,255,Literarischer Text,Literarischer Text,"Neues Reich, 19. Dynastie, Merenptah, Regierungsjahr 10",Neues Reich,-1204,-1203,-1204,,
"Turin, Museo Egizio, CGT 54050",5000051,https://aku-pal.uni-mainz.de/texts/5000051,252,Magischer Text,Magischer Text,"Neues Reich, 20. Dynastie",Neues Reich,-1186,-1069,-1128,,
"London, British Museum, EA 10188 [palimpsest new]",48496,https://aku-pal.uni-mainz.de/texts/48496,232,Ritualtext im Götterkult,"Ritualtext im Götterkult (Songs of Isis und Nephtyhs + Ritual of Bringing in Sokaris + Book of Overthrowing Apep, Names of Apep)","Griechisch-römische Zeit, Argeaden („Makedonierzeit“), Alexander IV., Regierungsjahr 12, Choiak",Griechisch-römische Zeit,-317,-310,-314,,
D. Assiut N13.1 TAW1,5000607,https://aku-pal.uni-mainz.de/texts/5000607,219,Prophezeiung,Prophezeiung (Speech of Neferti),"Neues Reich, 18. Dynastie, Thutmosis III. (Alleinregierung) – Neues Reich, 18. Dynastie, Amenhotep II.",Neues Reich,-1458,-1400,-1429,,
"Leiden, Rijksmuseum van Oudheden, L.I.2",89466,https://aku-pal.uni-mainz.de/texts/89466,210,Buch vom Durchwandern der Ewigkeit,Buch vom Durchwandern der Ewigkeit,"Griechisch-römische Zeit, Iulisch-Claudische Dynastie, Nero, Regierungsjahr 11, Tag 30, Phamenoth",Griechisch-römische Zeit,64,65,64,,
D. Assiut N13.1 TS42,5000643,https://aku-pal.uni-mainz.de/texts/5000643,194,Lehre,"Lehre (Loyalistic, Kairsu)","Neues Reich, 18. Dynastie",Neues Reich,-1550,-1295,-1422,,
"London, British Museum, EA 5635",136355,https://aku-pal.uni-mainz.de/texts/136355,193,Administrativer Text,"Administrativer Text (Duty roster, Deliveries and/or deficits of rations)","Neues Reich, 19. Dynastie, Sethos II. – Neues Reich, 19. Dynastie, Siptah",Neues Reich,-1200,-1188,-1194,,
"Gizeh, Grand Egyptian Museum, 1523",5001169,https://aku-pal.uni-mainz.de/texts/5001169,186,Kemit,Kemit,"Neues Reich, 18. Dynastie",Neues Reich,-1550,-1295,-1422,,
"Berlin, Ägyptisches Museum und Papyrussammlung, P. 3030 A-E",57764,https://aku-pal.uni-mainz.de/texts/57764,180,Buch vom Atmen,Buch vom Atmen,"Griechisch-römische Zeit, Antoninische Dynastie, Hadrian, Regierungsjahr 8",Griechisch-römische Zeit,124,125,124,,
"Atlanta, Michael C. Carlos Museum, 2014.033.001",5000945,https://aku-pal.uni-mainz.de/texts/5000945,175,Totenbrief,Totenbrief,"Erste Zwischenzeit, 9./10. Dynastie – Erste Zwischenzeit, 11. Dynastie (vor der Reichseinigung)",Erste Zwischenzeit,-2160,-2055,-2108,,
"Berlin, Ägyptisches Museum und Papyrussammlung, P. 8869",5000280,https://aku-pal.uni-mainz.de/texts/5000280,168,Brief,Brief (an einen Lebenden),"Altes Reich, 6. Dynastie",Altes Reich,-2345,-2181,-2263,,
"London, British Museum, EA 10610",380893,https://aku-pal.uni-mainz.de/texts/380893,168,nicht spezifiziert,nicht spezifiziert,"Mittleres Reich, 12. Dynastie, Amenemhet III. – Mittleres Reich, 12. Dynastie, Nefrusobek Kasobekre",Mittleres Reich,-1831,-1773,-1802,,
"Berlin, Ägyptisches Museum und Papyrussammlung, P. 3024 New York City, Pierpont Morgan Library, Amh. Egy. Pap. 3",5000037,https://aku-pal.uni-mainz.de/texts/5000037,166,Literarischer Text,Literarischer Text (Der Lebensmüde),"Mittleres Reich, 12. Dynastie, Amenemhet III.",Mittleres Reich,-1831,-1786,-1808,,
"Sankt Petersburg, State Hermitage Museum, ДВ 1116 A vo",5000030,https://aku-pal.uni-mainz.de/texts/5000030,161,Lehre,Lehre (Die Lehre für Merikare),"Neues Reich, 18. Dynastie, Thutmosis IV. – Neues Reich, 18. Dynastie, Amenhotep III.",Neues Reich,-1400,-1352,-1376,,
"Berkeley (CA), University of California - Bancroft Library, P.Hearst 1282",5000006,https://aku-pal.uni-mainz.de/texts/5000006,156,Totenbrief,Totenbrief,"Erste Zwischenzeit, 9./10. Dynastie",Erste Zwischenzeit,-2160,-2025,-2092,,
D. Assiut N13.1 TS35,5000657,https://aku-pal.uni-mainz.de/texts/5000657,152,Anruf,"Anruf (to scribe, priest, and singer)","Neues Reich, 18. Dynastie",Neues Reich,-1550,-1295,-1422,,
"Kairo, Ägyptisches Museum, TR 25/3/52/1_(15+19)",5001168,https://aku-pal.uni-mainz.de/texts/5001168,149,Kemit,Kemit,"Zweite Zwischenzeit, 15. Dynastie – Zweite Zwischenzeit, 17. Dynastie",Zweite Zwischenzeit,-1650,-1550,-1600,,
O. DEM_2020_M25_524,5001141,https://aku-pal.uni-mainz.de/texts/5001141,148,Kemit,Kemit,"Neues Reich, 19. Dynastie – Neues Reich, 20. Dynastie",Neues Reich,-1295,-1069,-1182,,
D. Assiut N13.1 TAS4,5000604,https://aku-pal.uni-mainz.de/texts/5000604,147,Besuchertext,Besuchertext (Scribe Iahmes. Temple of Djefaihapi. Hathor.),"Neues Reich, 18. Dynastie",Neues Reich,-1550,-1295,-1422,,
"Berlin, Ägyptisches Museum und Papyrussammlung, P. 9784",5000083,https://aku-pal.uni-mainz.de/texts/5000083,142,Juristische Urkunde,Juristische Urkunde,"Neues Reich, 18. Dynastie, Amenhotep III., Regierungsjahr 27, Monat 3, Jahreszeit šm.w, Tag 20 – Neues Reich, 18. Dynastie, Amenhotep IV./Echnaton, Regierungsjahr 2, Jahreszeit pr.t, Tag 27",Neues Reich,-1364,-1350,-1357,,
"Edinburgh, National Museums of Scotland, The Royal Museum of Scotland, A 1956.313",57970,https://aku-pal.uni-mainz.de/texts/57970,141,Buch vom Atmen,Buch vom Atmen,"Griechisch-römische Zeit, Iulisch-Claudische Dynastie, Augustus, Regierungsjahr 21, Tag 28, Mesore",Griechisch-römische Zeit,-10,-9,-10,,
"Kairo, Ägyptisches Museum, JE 56842 A/B",5000958,https://aku-pal.uni-mainz.de/texts/5000958,140,Kemit,Kemit,"Neues Reich, 19. Dynastie, Ramses II.",Neues Reich,-1279,-1213,-1246,,
"London, British Museum, EA 50728",136378,https://aku-pal.uni-mainz.de/texts/136378,138,Administrativer Text,Administrativer Text (Deliveries and/or deficits of products (pottery)),"Neues Reich, 19. Dynastie, Sethos I., Regierungsjahr 2 – Neues Reich, 19. Dynastie, Ramses II., Regierungsjahr 2",Neues Reich,-1293,-1277,-1285,,
"Berlin, Ägyptisches Museum und Papyrussammlung, P. 9010",5000326,https://aku-pal.uni-mainz.de/texts/5000326,133,Juristische Urkunde,Juristische Urkunde,"Altes Reich, 6. Dynastie",Altes Reich,-2345,-2181,-2263,,
D. Assiut N13.1 TN43,5000503,https://aku-pal.uni-mainz.de/texts/5000503,133,Historischer Vermerk,Historischer Vermerk (Scribe Khaemwaset),"Neues Reich, 18. Dynastie, Amenhotep III., Jahreszeit pr.t, Tag 10",Neues Reich,-1390,-1352,-1371,,
"Kairo, Ägyptisches Museum, TR 25/3/52/1_(8)",5001167,https://aku-pal.uni-mainz.de/texts/5001167,131,Kemit,Kemit,"Zweite Zwischenzeit, 15. Dynastie – Zweite Zwischenzeit, 17. Dynastie",Zweite Zwischenzeit,-1650,-1550,-1600,,
"Kairo, Institut français d’archéologie orientale, 94",137048,https://aku-pal.uni-mainz.de/texts/137048,128,Administrativer Text,Administrativer Text (Deliveries and/or deficits of rations),"Neues Reich, 19. Dynastie, Siptah, Regierungsjahr 1, Monat 3, Jahreszeit šm.w, Tag 19",Neues Reich,-1194,-1193,-1194,,
D. Assiut N13.1 TS27,5000639,https://aku-pal.uni-mainz.de/texts/5000639,128,Besuchertext,Besuchertext (Scribe Men),"Neues Reich, 18. Dynastie",Neues Reich,-1550,-1295,-1422,,
"Berlin, Ägyptisches Museum und Papyrussammlung, P. 3135",57732,https://aku-pal.uni-mainz.de/texts/57732,124,Buch vom Atmen,Buch vom Atmen (DoB § 1 - 2 - 3 - 4 - 5 - 6 - 7 - 8 - 9 - 10 - 11a - 11b - 12 - 13 - 14a),"Griechisch-römische Zeit, Ptolemäerzeit, Ptolemaios XIV. – Griechisch-römische Zeit, Iulisch-Claudische Dynastie, Claudius",Griechisch-römische Zeit,-47,54,4,,
"Turin, Museo Egizio, S. 17507/1",5000376,https://aku-pal.uni-mainz.de/texts/5000376,124,Rechnung,Rechnung,"Altes Reich, 4. Dynastie",Altes Reich,-2613,-2494,-2554,,
"Turin, Museo Egizio, CGT 54053",5000053,https://aku-pal.uni-mainz.de/texts/5000053,119,Hymnus im Götterkult,Hymnus im Götterkult,"Neues Reich, 19. Dynastie – Neues Reich, 20. Dynastie",Neues Reich,-1295,-1069,-1182,,
"Berlin, Ägyptisches Museum und Papyrussammlung, P. 12626 Kairo, Institut français d’archéologie orientale, 211",136994,https://aku-pal.uni-mainz.de/texts/136994,118,Administrativer Text,"Administrativer Text (Duty roster, Deliveries and/or deficits of products, Events)","Neues Reich, 20. Dynastie, Ramses IV., Regierungsjahr 1, Monat 2, Jahreszeit ꜣḫ.t",Neues Reich,-1153,-1152,-1152,,
"Kairo, Institut français d’archéologie orientale, 117",137436,https://aku-pal.uni-mainz.de/texts/137436,118,Zahlungsliste,Zahlungsliste (Deliveries and/or deficits of products (grain rations)),"Neues Reich, 20. Dynastie, Ramses III.",Neues Reich,-1184,-1153,-1168,,
D. Assiut N13.1 TN18,5000065,https://aku-pal.uni-mainz.de/texts/5000065,117,Besuchertext,"Besuchertext (Scribe Men, Temple of Djefai-Hapi, historical)","Neues Reich, 18. Dynastie, Amenhotep III., Regierungsjahr 2",Neues Reich,-1389,-1388,-1388,,
"Berlin, Ägyptisches Museum und Papyrussammlung, P. 13242 Ro",69737,https://aku-pal.uni-mainz.de/texts/69737,116,Kultischer Text,Kultischer Text,"Griechisch-römische Zeit, Iulisch-Claudische Dynastie, Augustus",Griechisch-römische Zeit,-30,14,-8,,
"Kairo, Ägyptisches Museum, CG 25649 London, British Museum, EA 5672",136362,https://aku-pal.uni-mainz.de/texts/136362,116,Administrativer Text,Administrativer Text (Account of materials; Events; Absence/presence; Progress report; Deliveries and/or deficits of products (grain)),"Neues Reich, 20. Dynastie, Ramses IX., Regierungsjahr 14, Monat 3, Jahreszeit ꜣḫ.t, Tag 20 – Neues Reich, 20. Dynastie, Ramses IX., Regierungsjahr 14, Monat 3, Jahreszeit ꜣḫ.t, Tag 24",Neues Reich,-1113,-1112,-1112,,
D. Assiut N13.1 TN37,5000495,https://aku-pal.uni-mainz.de/texts/5000495,112,Besuchertext,Besuchertext (Scribe Men),"Neues Reich, 18. Dynastie",Neues Reich,-1550,-1295,-1422,,
D. Assiut N13.1 TN9,5000516,https://aku-pal.uni-mainz.de/texts/5000516,112,Kolophon,"Kolophon (Scribe Khaemwaset, praise to scribe, praise to Thoth, sky of myrrh)","Neues Reich, 18. Dynastie, Amenhotep III.",Neues Reich,-1390,-1352,-1371,,
"Kairo, Institut français d’archéologie orientale, 209",137099,https://aku-pal.uni-mainz.de/texts/137099,112,Administrativer Text,Administrativer Text (Deliveries and/or deficits of products),"Neues Reich, 20. Dynastie, Ramses III., Regierungsjahr 30, Monat 4, Jahreszeit šm.w, Tag 2 – Neues Reich, 20. Dynastie, Ramses III., Regierungsjahr 30, Monat 2, Jahreszeit ꜣḫ.t, Tag 10",Neues Reich,-1155,-1154,-1154,,
"Straßburg, Bibliothèque nationale et universitaire de Strasbourg, 56",5000281,https://aku-pal.uni-mainz.de/texts/5000281,111,Brief,Brief (an einen Lebenden),"Altes Reich, 6. Dynastie",Altes Reich,-2345,-2181,-2263,,
"Berlin, Ägyptisches Museum und Papyrussammlung, P. 10523",5000302,https://aku-pal.uni-mainz.de/texts/5000302,110,nicht spezifiziert,nicht spezifiziert,"Altes Reich, 6. Dynastie",Altes Reich,-2345,-2181,-2263,,
"Turin, Museo Egizio, CGT 57028",138919,https://aku-pal.uni-mainz.de/texts/138919,109,Haushaltsliste,Haushaltsliste (Document of absence or presence),"Neues Reich, 20. Dynastie, Ramses III., Regierungsjahr 24, Monat 1, Jahreszeit pr.t, Tag 26 – Neues Reich, 20. Dynastie, Ramses III., Regierungsjahr 24, Monat 2, Jahreszeit pr.t, Tag 22",Neues Reich,-1161,-1160,-1160,,
D. Assiut N13.1 TBN2,5000605,https://aku-pal.uni-mainz.de/texts/5000605,108,Lehre,Lehre (Amenemhet),"Neues Reich, 18. Dynastie",Neues Reich,-1550,-1295,-1422,,
"Kairo, Ägyptisches Museum, JE 95616",5000957,https://aku-pal.uni-mainz.de/texts/5000957,108,Kemit,Kemit,"Neues Reich, 19. Dynastie",Neues Reich,-1295,-1186,-1240,,
"London, British Museum, EA 10554",134519,https://aku-pal.uni-mainz.de/texts/134519,107,Totenbuch,Totenbuch,"Dritte Zwischenzeit, 21. Dynastie, Psusennes II., Regierungsjahr 13",Dritte Zwischenzeit,-947,-946,-946,,
D. Assiut N13.1 TS34,5000641,https://aku-pal.uni-mainz.de/texts/5000641,102,Besuchertext,Besuchertext (Scribe Men),"Neues Reich, 18. Dynastie",Neues Reich,-1550,-1295,-1422,,
"Berlin, Ägyptisches Museum und Papyrussammlung, P. 9785",5000084,https://aku-pal.uni-mainz.de/texts/5000084,101,Juristische Urkunde,Juristische Urkunde,"Neues Reich, 18. Dynastie, Amenhotep IV./Echnaton, Regierungsjahr 4, Monat 2, Jahreszeit ꜣḫ.t, Tag 7",Neues Reich,-1349,-1348,-1348,,
"Berlin, Ägyptisches Museum und Papyrussammlung, P. 3008",57089,https://aku-pal.uni-mainz.de/texts/57089,98,Totenbuch,Totenbuch,"Griechisch-römische Zeit, Ptolemäerzeit, Ptolemaios VI. Philometor – Griechisch-römische Zeit, Ptolemäerzeit, Ptolemaios IX. Soter II. (1. Regierungszeit in Ägypten)",Griechisch-römische Zeit,-180,-107,-144,,
"Turin, Museo Egizio, S. 17507/2",5000377,https://aku-pal.uni-mainz.de/texts/5000377,98,nicht spezifiziert,nicht spezifiziert,"Altes Reich, 4. Dynastie",Altes Reich,-2613,-2494,-2554,,
"Berlin, Ägyptisches Museum und Papyrussammlung, P. 3056",5000047,https://aku-pal.uni-mainz.de/texts/5000047,97,Hymnus im Götterkult,Hymnus im Götterkult,"Dritte Zwischenzeit, 22.–23. Dynastie",Dritte Zwischenzeit,-945,-715,-830,,
D. Hatnub 24,5000311,https://aku-pal.uni-mainz.de/texts/5000311,96,Biographischer Text,Biographischer Text,"Erste Zwischenzeit, 9./10. Dynastie, Nehri I. (Nomarch), Regierungsjahr 7",Erste Zwischenzeit,-2160,-2025,-2092,,
"Kairo, Institut français d’archéologie orientale, SA 2491 Ro",137480,https://aku-pal.uni-mainz.de/texts/137480,96,Zahlungsliste,Zahlungsliste (Grain rations),"Neues Reich, 19. Dynastie, Ramses II., Regierungsjahr 63 – Neues Reich, 19. Dynastie, Ramses II., Regierungsjahr 64",Neues Reich,-1217,-1215,-1216,,
"Berlin, Ägyptisches Museum und Papyrussammlung, P. 10632",136296,https://aku-pal.uni-mainz.de/texts/136296,96,Administrativer Text,Administrativer Text (Deliveries and/or deficits of rations),"Neues Reich, 20. Dynastie, Ramses III., Monat 1, Jahreszeit pr.t, Tag 14 – Neues Reich, 20. Dynastie, Ramses III., Monat 2, Jahreszeit pr.t, Tag 30",Neues Reich,-1184,-1153,-1168,,
D. Assiut N13.1 TN1,5000277,https://aku-pal.uni-mainz.de/texts/5000277,95,Lehre,Lehre (Amenemhet),"Neues Reich, 18. Dynastie",Neues Reich,-1550,-1295,-1422,,
"Kairo, Institut français d’archéologie orientale, O. DeM 571",137430,https://aku-pal.uni-mainz.de/texts/137430,95,Administrativer Text,Administrativer Text (Events),"Neues Reich, 20. Dynastie, Ramses IX., Regierungsjahr 9",Neues Reich,-1118,-1117,-1118,,
D. Assiut N13.1 TN40,5000500,https://aku-pal.uni-mainz.de/texts/5000500,93,Besuchertext,Besuchertext (Scribe Khaemwaset),"Neues Reich, 18. Dynastie",Neues Reich,-1550,-1295,-1422,,
"Turin, Museo Egizio, CGT 57006",138902,https://aku-pal.uni-mainz.de/texts/138902,90,Administrativer Text,Administrativer Text (Progress report; Account of materials and equipment),"Neues Reich, 20. Dynastie, Ramses IV., Regierungsjahr 2",Neues Reich,-1152,-1151,-1152,,
"Berlin, Ägyptisches Museum und Papyrussammlung, P. 3073 London, British Museum, EA 10265 + EA 10266 New York City, Pierpont Morgan Library, Amherst 41",114106,https://aku-pal.uni-mainz.de/texts/114106,88,Totenbuch,Totenbuch,"Griechisch-römische Zeit, Ptolemäerzeit",Griechisch-römische Zeit,-332,-30,-181,,
"London, British Museum, EA 5646 vo",5001265,https://aku-pal.uni-mainz.de/texts/5001265,86,Materialliste,Materialliste,"Neues Reich, 18. Dynastie",Neues Reich,-1550,-1295,-1422,,
"London, Petrie Museum of Egyptian Archaeology, UC 32782",5000251,https://aku-pal.uni-mainz.de/texts/5000251,85,Brief,Brief (an einen Lebenden),"Neues Reich, 18. Dynastie, Amenhotep IV./Echnaton, Regierungsjahr 5, Monat 3, Jahreszeit pr.t, Tag 19",Neues Reich,-1348,-1347,-1348,,
D. Hatnub 25,5000299,https://aku-pal.uni-mainz.de/texts/5000299,85,Biographischer Text,Biographischer Text,"Erste Zwischenzeit, 9./10. Dynastie, Nehri I. (Nomarch), Regierungsjahr 7",Erste Zwischenzeit,-2160,-2025,-2092,,
"Turin, Museo Egizio, S. 17507/5",5000380,https://aku-pal.uni-mainz.de/texts/5000380,84,nicht spezifiziert,nicht spezifiziert,"Altes Reich, 4. Dynastie",Altes Reich,-2613,-2494,-2554,,
D. Assiut N13.1 TN2,5000483,https://aku-pal.uni-mainz.de/texts/5000483,83,Kolophon,Kolophon (Scribe Men),"Neues Reich, 18. Dynastie",Neues Reich,-1550,-1295,-1422,,
"Berlin, Ägyptisches Museum und Papyrussammlung, P. 3055",57066,https://aku-pal.uni-mainz.de/texts/57066,81,Ritualtext im Götterkult,Ritualtext im Götterkult,"Dritte Zwischenzeit, 22.–23. Dynastie",Dritte Zwischenzeit,-945,-715,-830,,
"Turin, Museo Egizio, S. 8438",134315,https://aku-pal.uni-mainz.de/texts/134315,81,Totenbuch,Totenbuch,"Neues Reich, 18. Dynastie, Amenhotep III.",Neues Reich,-1390,-1352,-1371,,
"Kairo, Ägyptisches Museum, JE 54949",5000956,https://aku-pal.uni-mainz.de/texts/5000956,79,Kemit,Kemit,"Neues Reich, 19. Dynastie – Neues Reich, 20. Dynastie",Neues Reich,-1295,-1069,-1182,,
"London, Petrie Museum of Egyptian Archaeology, 32157 ro",5000285,https://aku-pal.uni-mainz.de/texts/5000285,78,Hymne im Königskult,Hymne im Königskult (Hymnen auf Sesostris III.),"Mittleres Reich, 12. Dynastie, Amenemhet III. – Mittleres Reich, 12. Dynastie, Nefrusobek Kasobekre",Mittleres Reich,-1831,-1773,-1802,,
D. Assiut N13.1 TS36,5000717,https://aku-pal.uni-mainz.de/texts/5000717,78,Historischer Vermerk,Historischer Vermerk,"Neues Reich, 20. Dynastie, Ramses III.",Neues Reich,-1184,-1153,-1168,,
"Manchester, John Rylands Library, Dem. 9",47388,https://aku-pal.uni-mainz.de/texts/47388,77,Petition,Petition,"Spätzeit, 27. Dynastie, Dareios I. Setutre, Regierungsjahr 9, Phamenoth",Spätzeit,-514,-513,-514,,
"Straßburg, Bibliothèque nationale et universitaire de Strasbourg, 57",5000310,https://aku-pal.uni-mainz.de/texts/5000310,77,Brief,Brief (an einen Lebenden),"Altes Reich, 6. Dynastie",Altes Reich,-2345,-2181,-2263,,
D. Assiut N13.1 TBS1,5000667,https://aku-pal.uni-mainz.de/texts/5000667,77,Hymnus im Götterkult,Hymnus im Götterkult (Praise to Hapi),"Neues Reich, 18. Dynastie",Neues Reich,-1550,-1295,-1422,,
"Berlin, Ägyptisches Museum und Papyrussammlung, P. 10633",136297,https://aku-pal.uni-mainz.de/texts/136297,76,Administrativer Text,Administrativer Text (Events),"Neues Reich, 20. Dynastie, Ramses III., Regierungsjahr 29, Monat 2, Jahreszeit ꜣḫ.t, Tag 21 – Neues Reich, 20. Dynastie, Ramses III., Regierungsjahr 29, Monat 2, Jahreszeit ꜣḫ.t, Tag 23",Neues Reich,-1156,-1155,-1156,,
