text,aku_text_id,aku_url,n_signs,genre,textinhalt_raw,datierung,epoche,date_start,date_end,date_mid,register,notes
D. Assiut N13.1 TN14a–e,5000489,https://aku-pal.uni-mainz.de/texts/5000489,12,Götternamen und -Titel,Götternamen und -Titel (beginnings),"Neues Reich, 18. Dynastie",Neues Reich,-1550,-1295,-1422,,
D. Assiut N13.1 TN31,5000514,https://aku-pal.uni-mainz.de/texts/5000514,12,Besuchertext,Besuchertext (Scribe Pasheri),"Neues Reich, 18. Dynastie",Neues Reich,-1550,-1295,-1422,,
D. Assiut N13.1 TS19,5000633,https://aku-pal.uni-mainz.de/texts/5000633,12,Opferformel ḥtp-ḏı͗-nsw.t,Opferformel ḥtp-ḏı͗-nsw.t (Iahmes),"Neues Reich, 18. Dynastie",Neues Reich,-1550,-1295,-1422,,
D. Assiut N13.1 TS44a–b,5000718,https://aku-pal.uni-mainz.de/texts/5000718,12,nicht spezifiziert,nicht spezifiziert,"Neues Reich, 19. Dynastie – Neues Reich, 20. Dynastie",Neues Reich,-1295,-1069,-1182,,
"Kairo, Institut français d’archéologie orientale, SA 2214",137701,https://aku-pal.uni-mainz.de/texts/137701,12,Administrativer Text,Administrativer Text (Deliveries and/or deficits of products),"Neues Reich, 19. Dynastie, Ramses II. – Neues Reich, 19. Dynastie, Sethos II., Regierungsjahr 2",Neues Reich,-1279,-1198,-1238,,
"London, British Museum, EA 10203",134540,https://aku-pal.uni-mainz.de/texts/134540,12,Totenbuch,Totenbuch,Dritte Zwischenzeit,Dritte Zwischenzeit,-1069,-664,-866,,
"Kairo, Institut français d’archéologie orientale, 2591",5001064,https://aku-pal.uni-mainz.de/texts/5001064,12,Kemit,Kemit,"Neues Reich, 19. Dynastie – Neues Reich, 20. Dynastie",Neues Reich,-1295,-1069,-1182,,
"Kairo, Institut français d’archéologie orientale, OL 6",5001078,https://aku-pal.uni-mainz.de/texts/5001078,12,Kemit,Kemit,"Neues Reich, 19. Dynastie – Neues Reich, 20. Dynastie",Neues Reich,-1295,-1069,-1182,,
"Kairo, Institut français d’archéologie orientale, OL 5",5001092,https://aku-pal.uni-mainz.de/texts/5001092,12,Kemit,Kemit,"Neues Reich, 19. Dynastie – Neues Reich, 20. Dynastie",Neues Reich,-1295,-1069,-1182,,
"Kairo, Institut français d’archéologie orientale, OL 28",5001112,https://aku-pal.uni-mainz.de/texts/5001112,12,Kemit,Kemit,"Neues Reich, 19. Dynastie – Neues Reich, 20. Dynastie",Neues Reich,-1295,-1069,-1182,,
"Oxford, Ashmolean Museum, ANAsh.Mus.H.O.1016",5001160,https://aku-pal.uni-mainz.de/texts/5001160,12,Kemit,Kemit,"Neues Reich, 19. Dynastie – Neues Reich, 20. Dynastie",Neues Reich,-1295,-1069,-1182,,
"Kairo, Institut français d’archéologie orientale, OL 6666 London, Petrie Museum of Egyptian Archaeology, UC 31953",5001199,https://aku-pal.uni-mainz.de/texts/5001199,12,Kemit,Kemit,"Neues Reich, 19. Dynastie – Neues Reich, 20. Dynastie",Neues Reich,-1295,-1069,-1182,,
"Berlin, Ägyptisches Museum und Papyrussammlung, P. 3050",5000049,https://aku-pal.uni-mainz.de/texts/5000049,11,Hymnus im Götterkult,Hymnus im Götterkult,"Dritte Zwischenzeit, 22.–23. Dynastie",Dritte Zwischenzeit,-945,-715,-830,,
"Berlin, Ägyptisches Museum und Papyrussammlung, P. 3014 + P. 3053",57067,https://aku-pal.uni-mainz.de/texts/57067,11,Ritualtext im Götterkult,Ritualtext im Götterkult,"Dritte Zwischenzeit, 22.–23. Dynastie",Dritte Zwischenzeit,-945,-715,-830,,
D. Abusir 6,5000350,https://aku-pal.uni-mainz.de/texts/5000350,11,Besuchertext,Besuchertext,"Neues Reich, 18. Dynastie, Thutmosis III.",Neues Reich,-1479,-1425,-1452,,
P. Abusir Berlin 03,5000392,https://aku-pal.uni-mainz.de/texts/5000392,11,Administrativer Text,Administrativer Text,"Altes Reich, 5. Dynastie, Neferirkare I.",Altes Reich,-2475,-2455,-2465,,
D. Assiut N13.1 TN8,5000486,https://aku-pal.uni-mainz.de/texts/5000486,11,Kemit,Kemit (Kemit),"Neues Reich, 18. Dynastie",Neues Reich,-1550,-1295,-1422,,
D. Assiut N13.1 TN12,5000488,https://aku-pal.uni-mainz.de/texts/5000488,11,Namensvermerk,Namensvermerk (Royal scribe Kaemwaset),"Neues Reich, 18. Dynastie, Thutmosis IV.",Neues Reich,-1400,-1390,-1395,,
"Kairo, Institut français d’archéologie orientale, SA 2646",137692,https://aku-pal.uni-mainz.de/texts/137692,11,Administrativer Text,Administrativer Text (Deliveries and/or deficits of products),"Neues Reich, 19. Dynastie, Ramses II., Regierungsjahr 56",Neues Reich,-1224,-1223,-1224,,
"Kairo, Institut français d’archéologie orientale, SA 363 / 5",137697,https://aku-pal.uni-mainz.de/texts/137697,11,Administrativer Text,Administrativer Text (Deliveries and/or deficits of products),"Neues Reich, 20. Dynastie, Ramses III., Regierungsjahr 24",Neues Reich,-1161,-1160,-1160,,
D. Assiut N13.1 TS17,5000662,https://aku-pal.uni-mainz.de/texts/5000662,11,Besuchertext,Besuchertext (beginnings),"Neues Reich, 18. Dynastie",Neues Reich,-1550,-1295,-1422,,
"Kairo, Institut français d’archéologie orientale, DeM 10339 recto",5000707,https://aku-pal.uni-mainz.de/texts/5000707,11,Administrativer Text,Administrativer Text (Deliveries and/or deficits of products),"Neues Reich, 20. Dynastie, Ramses IX., Regierungsjahr 17 – Neues Reich, 20. Dynastie, Ramses XI.",Neues Reich,-1110,-1069,-1090,,
"Berlin, Ägyptisches Museum und Papyrussammlung, P. 14666",140013,https://aku-pal.uni-mainz.de/texts/140013,11,Administrativer Text,Administrativer Text (Deliveries and/or deficits of products (fish)),"Neues Reich, 20. Dynastie, Ramses III., Regierungsjahr 31, Monat 2, Jahreszeit šm.w, Tag 3 – Neues Reich, 20. Dynastie, Ramses III., Regierungsjahr 31, Monat 2, Jahreszeit šm.w, Tag 4",Neues Reich,-1154,-1153,-1154,,
"London, British Museum, EA 10312",134548,https://aku-pal.uni-mainz.de/texts/134548,11,Totenbuch,Totenbuch,Dritte Zwischenzeit,Dritte Zwischenzeit,-1069,-664,-866,,
"New York City, Metropolitan Museum of Art, 13.182.32",5000967,https://aku-pal.uni-mainz.de/texts/5000967,11,Kemit,Kemit,"Neues Reich, 19. Dynastie – Neues Reich, 20. Dynastie",Neues Reich,-1295,-1069,-1182,,
"München, Staatliche Sammlung Ägyptischer Kunst, ÄS 1638",5000971,https://aku-pal.uni-mainz.de/texts/5000971,11,Kemit,Kemit,"Neues Reich, 19. Dynastie, Ramses II.",Neues Reich,-1279,-1213,-1246,,
"Oxford, Ashmolean Museum, ANAsh.Mus.H.O.572",5001012,https://aku-pal.uni-mainz.de/texts/5001012,11,Kemit,Kemit,"Neues Reich, 19. Dynastie – Neues Reich, 20. Dynastie",Neues Reich,-1295,-1069,-1182,,
"Kairo, Institut français d’archéologie orientale, OL 9",5001080,https://aku-pal.uni-mainz.de/texts/5001080,11,Kemit,Kemit,"Neues Reich, 19. Dynastie – Neues Reich, 20. Dynastie",Neues Reich,-1295,-1069,-1182,,
"Kairo, Institut français d’archéologie orientale, OL 22",5001081,https://aku-pal.uni-mainz.de/texts/5001081,11,Kemit,Kemit,"Neues Reich, 19. Dynastie – Neues Reich, 20. Dynastie",Neues Reich,-1295,-1069,-1182,,
"London, Petrie Museum of Egyptian Archaeology, UC 32190 + UC 32315",5001205,https://aku-pal.uni-mainz.de/texts/5001205,11,Rechnung,Rechnung,"Mittleres Reich, 12. Dynastie, Regierungsjahr 34",Mittleres Reich,-1952,-1951,-1952,,
"New York City, Metropolitan Museum of Art, 22.3.520",5000020,https://aku-pal.uni-mainz.de/texts/5000020,11,Administrativer Text,Administrativer Text,"Mittleres Reich, 12. Dynastie, Sesostris I.",Mittleres Reich,-1956,-1911,-1934,,
Strasbourg H,5000416,https://aku-pal.uni-mainz.de/texts/5000416,10,nicht spezifiziert,nicht spezifiziert,"Altes Reich, 6. Dynastie",Altes Reich,-2345,-2181,-2263,,
"Turin, Museo Egizio, CGT 57055",138941,https://aku-pal.uni-mainz.de/texts/138941,10,Administrativer Text,"Administrativer Text (Document of absence or presence, Account of materials, Events)","Neues Reich, 20. Dynastie, Ramses III., Regierungsjahr 24, Monat 1, Jahreszeit šm.w, Tag 18 – Neues Reich, 20. Dynastie, Ramses III., Regierungsjahr 24, Monat 1, Jahreszeit šm.w, Tag 25",Neues Reich,-1161,-1160,-1160,,
"Berlin, Ägyptisches Museum und Papyrussammlung, P. 3038",5000422,https://aku-pal.uni-mainz.de/texts/5000422,10,Medizinischer Text,Medizinischer Text,"Neues Reich, 19. Dynastie",Neues Reich,-1295,-1186,-1240,,
P. Abusir Berlin 04,5000432,https://aku-pal.uni-mainz.de/texts/5000432,10,Administrativer Text,Administrativer Text,"Altes Reich, 5. Dynastie, Neferirkare I.",Altes Reich,-2475,-2455,-2465,,
"London, British Museum, EA 10676",381090,https://aku-pal.uni-mainz.de/texts/381090,10,Sargtexte,Sargtexte,"Altes Reich, 6. Dynastie – Erste Zwischenzeit",Altes Reich,-2345,-2055,-2200,,
"Turin, Museo Egizio, CGT 57085",138960,https://aku-pal.uni-mainz.de/texts/138960,10,Administrativer Text,Administrativer Text (Recto: deliveries and/or defitics of bread and cakes. Verso: deliveries and/or deficits of wood.),"Neues Reich, 19. Dynastie, Monat 1, Jahreszeit ꜣḫ.t, Tag 4 – Neues Reich, 20. Dynastie, Monat 1, Jahreszeit ꜣḫ.t, Tag 8",Neues Reich,-1295,-1069,-1182,,
"Kairo, Institut français d’archéologie orientale, 1955",137714,https://aku-pal.uni-mainz.de/texts/137714,10,Administrativer Text,"Administrativer Text (Deliveries and/or deficits of products (fish, firewood))","Neues Reich, 19. Dynastie, Ramses II., Regierungsjahr 44",Neues Reich,-1236,-1235,-1236,,
D. Assiut N13.1 TAN4,5000674,https://aku-pal.uni-mainz.de/texts/5000674,10,Lehre,Lehre (Neferti),"Neues Reich, 18. Dynastie",Neues Reich,-1550,-1295,-1422,,
D. Assiut N13.1 TS29,5000714,https://aku-pal.uni-mainz.de/texts/5000714,10,Fürbitte,Fürbitte,"Neues Reich, 19. Dynastie – Neues Reich, 20. Dynastie",Neues Reich,-1295,-1069,-1182,,
D. Assiut N13.1 TW24,5000726,https://aku-pal.uni-mainz.de/texts/5000726,10,Historischer Vermerk,Historischer Vermerk,"Neues Reich, Regierungsjahr 3, Monat 1, Jahreszeit pr.t, Tag 1 – Neues Reich",Neues Reich,-1548,-1069,-1308,,
"Berlin, Ägyptisches Museum und Papyrussammlung, P. 14213",5000704,https://aku-pal.uni-mainz.de/texts/5000704,10,Administrativer Text,Administrativer Text (Gefäßetikett zur Lieferung von Schweinefett),"Neues Reich, 19. Dynastie, Sethos I., Regierungsjahr 1 – Neues Reich, 19. Dynastie, Sethos I., Regierungsjahr 2",Neues Reich,-1294,-1292,-1293,,
"Kairo, Institut français d’archéologie orientale, OL 19",5001104,https://aku-pal.uni-mainz.de/texts/5001104,10,Kemit,Kemit,"Neues Reich, 19. Dynastie – Neues Reich, 20. Dynastie",Neues Reich,-1295,-1069,-1182,,
"Kairo, Institut français d’archéologie orientale, OL 33",5001114,https://aku-pal.uni-mainz.de/texts/5001114,10,Kemit,Kemit,"Neues Reich, 19. Dynastie – Neues Reich, 20. Dynastie",Neues Reich,-1295,-1069,-1182,,
"Kairo, Institut français d’archéologie orientale, OL 36",5001117,https://aku-pal.uni-mainz.de/texts/5001117,10,Kemit,Kemit,"Neues Reich, 19. Dynastie – Neues Reich, 20. Dynastie",Neues Reich,-1295,-1069,-1182,,
"Oxford, Ashmolean Museum, ANAsh.Mus.H.O.592",5001149,https://aku-pal.uni-mainz.de/texts/5001149,10,Kemit,Kemit,"Neues Reich, 19. Dynastie – Neues Reich, 20. Dynastie",Neues Reich,-1295,-1069,-1182,,
"Oxford, Ashmolean Museum, ANAsh.Mus.H.O.955",5001159,https://aku-pal.uni-mainz.de/texts/5001159,10,Kemit,Kemit,"Neues Reich, 19. Dynastie – Neues Reich, 20. Dynastie",Neues Reich,-1295,-1069,-1182,,
"Kairo, Ägyptisches Museum, CG 58043",5000223,https://aku-pal.uni-mainz.de/texts/5000223,9,Brief,Brief (an einen Lebenden),"Altes Reich, 6. Dynastie, Pepi I.",Altes Reich,-2321,-2287,-2304,,
"Berlin, Ägyptisches Museum und Papyrussammlung, P. 3029 [c]",5000681,https://aku-pal.uni-mainz.de/texts/5000681,9,Rechnung,Rechnung (text c),"Neues Reich, 18. Dynastie, Amenhotep II.",Neues Reich,-1427,-1400,-1414,,
"Berlin, Pergamon Museum, VAT 233",5000329,https://aku-pal.uni-mainz.de/texts/5000329,9,Administrativer Text,Administrativer Text,"Neues Reich, 18. Dynastie, Amenhotep IV./Echnaton",Neues Reich,-1352,-1336,-1344,,
"Paris, Bibliothèque Nationale de France, Egyptien 203",5000258,https://aku-pal.uni-mainz.de/texts/5000258,9,Rechnung,Rechnung,"Neues Reich, 19. Dynastie, Sethos I.",Neues Reich,-1294,-1279,-1286,,
"London, Petrie Museum of Egyptian Archaeology, 32158",5000319,https://aku-pal.uni-mainz.de/texts/5000319,9,Erzählung,Erzählung (Contendings of Horus and Seth),"Mittleres Reich, 12. Dynastie, Amenemhet III. – Mittleres Reich, 12. Dynastie, Nefrusobek Kasobekre",Mittleres Reich,-1831,-1773,-1802,,
"Berlin, Ägyptisches Museum und Papyrussammlung, P. 15723",5000397,https://aku-pal.uni-mainz.de/texts/5000397,9,nicht spezifiziert,nicht spezifiziert,"Altes Reich, 6. Dynastie",Altes Reich,-2345,-2181,-2263,,
"London, British Museum, EA 10247",381199,https://aku-pal.uni-mainz.de/texts/381199,9,Literarischer Text,Literarischer Text (The Satirical Letter),"Neues Reich, 19. Dynastie, Sethos II.",Neues Reich,-1200,-1194,-1197,,
"Paris, Bibliothèque Nationale de France, Egyptien 210",5000445,https://aku-pal.uni-mainz.de/texts/5000445,9,Haushaltsliste,Haushaltsliste,"Neues Reich, 19. Dynastie, Sethos I., Regierungsjahr 3, Monat 1, Jahreszeit šm.w, Tag 22 – Neues Reich, 19. Dynastie, Sethos I., Regierungsjahr 3, Monat 1, Jahreszeit šm.w, Tag 25",Neues Reich,-1292,-1291,-1292,,
D. Assiut N13.1 TN20,5000509,https://aku-pal.uni-mainz.de/texts/5000509,9,Lehre,Lehre (beginning),"Neues Reich, 18. Dynastie",Neues Reich,-1550,-1295,-1422,,
D. Assiut N13.1 TS6,5000628,https://aku-pal.uni-mainz.de/texts/5000628,9,Signatur,Signatur (Scribe Khaemwaset (signature with drawing)),"Neues Reich, 18. Dynastie",Neues Reich,-1550,-1295,-1422,,
"Leiden, Rijksmuseum van Oudheden, H** 26",5000960,https://aku-pal.uni-mainz.de/texts/5000960,9,Nicht spezifizierter Funerärer Text,Nicht spezifizierter Funerärer Text (Totenschein),"Altes Reich, 4. Dynastie",Altes Reich,-2613,-2494,-2554,,
"Turin, Museo Egizio, CGT 57308",5000993,https://aku-pal.uni-mainz.de/texts/5000993,9,Kemit,Kemit,"Neues Reich, 19. Dynastie – Neues Reich, 20. Dynastie",Neues Reich,-1295,-1069,-1182,,
"Turin, Museo Egizio, CGT 57552",5000999,https://aku-pal.uni-mainz.de/texts/5000999,9,Kemit,Kemit,"Neues Reich, 19. Dynastie – Neues Reich, 20. Dynastie",Neues Reich,-1295,-1069,-1182,,
"Kairo, Institut français d’archéologie orientale, 2551",5001020,https://aku-pal.uni-mainz.de/texts/5001020,9,Kemit,Kemit,"Neues Reich, 19. Dynastie – Neues Reich, 20. Dynastie",Neues Reich,-1295,-1069,-1182,,
"Kairo, Institut français d’archéologie orientale, 2581",5001032,https://aku-pal.uni-mainz.de/texts/5001032,9,Kemit,Kemit,"Neues Reich, 19. Dynastie – Neues Reich, 20. Dynastie",Neues Reich,-1295,-1069,-1182,,
"Kairo, Institut français d’archéologie orientale, 2585",5001039,https://aku-pal.uni-mainz.de/texts/5001039,9,Kemit,Kemit,"Neues Reich, 19. Dynastie – Neues Reich, 20. Dynastie",Neues Reich,-1295,-1069,-1182,,
"Kairo, Institut français d’archéologie orientale, 2518",5001050,https://aku-pal.uni-mainz.de/texts/5001050,9,Kemit,Kemit,"Neues Reich, 19. Dynastie – Neues Reich, 20. Dynastie",Neues Reich,-1295,-1069,-1182,,
"Kairo, Institut français d’archéologie orientale, 2583",5001065,https://aku-pal.uni-mainz.de/texts/5001065,9,Kemit,Kemit,"Neues Reich, 19. Dynastie – Neues Reich, 20. Dynastie",Neues Reich,-1295,-1069,-1182,,
"Kairo, Institut français d’archéologie orientale, OL 24",5001106,https://aku-pal.uni-mainz.de/texts/5001106,9,Kemit,Kemit,"Neues Reich, 19. Dynastie – Neues Reich, 20. Dynastie",Neues Reich,-1295,-1069,-1182,,
"Kairo, Institut français d’archéologie orientale, OL 37",5001118,https://aku-pal.uni-mainz.de/texts/5001118,9,Kemit,Kemit,"Neues Reich, 19. Dynastie – Neues Reich, 20. Dynastie",Neues Reich,-1295,-1069,-1182,,
"Oxford, Ashmolean Museum, ANAsh.Mus.H.O.401",5001147,https://aku-pal.uni-mainz.de/texts/5001147,9,Kemit,Kemit,"Neues Reich, 19. Dynastie – Neues Reich, 20. Dynastie",Neues Reich,-1295,-1069,-1182,,
"Oxford, Ashmolean Museum, ANAsh.Mus.H.O.1077",5001166,https://aku-pal.uni-mainz.de/texts/5001166,9,Kemit,Kemit,"Neues Reich, 19. Dynastie – Neues Reich, 20. Dynastie",Neues Reich,-1295,-1069,-1182,,
"Paris, Bibliothèque Nationale de France, Egyptien 208",5000401,https://aku-pal.uni-mainz.de/texts/5000401,8,Haushaltsliste,Haushaltsliste,"Neues Reich, 19. Dynastie, Sethos I., Regierungsjahr 2, Monat 1, Jahreszeit ꜣḫ.t, Tag 7",Neues Reich,-1293,-1292,-1292,,
P. Strasbourg G,5000307,https://aku-pal.uni-mainz.de/texts/5000307,8,nicht spezifiziert,nicht spezifiziert,"Altes Reich, 6. Dynastie",Altes Reich,-2345,-2181,-2263,,
"Berlin, Ägyptisches Museum und Papyrussammlung, P. 10003",5000327,https://aku-pal.uni-mainz.de/texts/5000327,8,Administrativer Text,Administrativer Text,"Mittleres Reich, 12. Dynastie, Sesostris III., Regierungsjahr 9",Mittleres Reich,-1862,-1861,-1862,,
T. Bryce,5000361,https://aku-pal.uni-mainz.de/texts/5000361,8,Vertrag,Vertrag (contract),"Neues Reich, 18. Dynastie, Amenhotep II., Regierungsjahr 5",Neues Reich,-1423,-1422,-1422,,
"Berlin, Ägyptisches Museum und Papyrussammlung, P. 3024",5000736,https://aku-pal.uni-mainz.de/texts/5000736,8,Erzählung,Erzählung (Die Hirtengeschichte),"Mittleres Reich, 12. Dynastie, Amenemhet III.",Mittleres Reich,-1831,-1786,-1808,,
"Leiden, Rijksmuseum van Oudheden, AMS 27",5000418,https://aku-pal.uni-mainz.de/texts/5000418,8,nicht spezifiziert,nicht spezifiziert,"Neues Reich, 19. Dynastie",Neues Reich,-1295,-1186,-1240,,
D. Hatnub 19,5000426,https://aku-pal.uni-mainz.de/texts/5000426,8,nicht spezifiziert,nicht spezifiziert,"Erste Zwischenzeit, 9./10. Dynastie, Nehri I. (Nomarch), Regierungsjahr 5",Erste Zwischenzeit,-2160,-2025,-2092,,
D. Assiut N13.1 TN32,5000515,https://aku-pal.uni-mainz.de/texts/5000515,8,Historischer Vermerk,Historischer Vermerk,"Neues Reich, 18. Dynastie, Amenhotep III., Regierungsjahr 2",Neues Reich,-1389,-1388,-1388,,
D. Assiut N13.1 TBS3,5000678,https://aku-pal.uni-mainz.de/texts/5000678,8,Opferformel ḥtp-ḏı͗-nsw.t,Opferformel ḥtp-ḏı͗-nsw.t (Scribe Khaemwaset to Upuaut),"Neues Reich, 18. Dynastie",Neues Reich,-1550,-1295,-1422,,
"Turin, Museo Egizio, CGT 57257",139053,https://aku-pal.uni-mainz.de/texts/139053,8,Administrativer Text,Administrativer Text (Name stone),"Neues Reich, 19. Dynastie – Neues Reich, 20. Dynastie",Neues Reich,-1295,-1069,-1182,,
D. Assiut N13.1 TN27,5000734,https://aku-pal.uni-mainz.de/texts/5000734,8,Besuchertext,Besuchertext,"Neues Reich, 18. Dynastie",Neues Reich,-1550,-1295,-1422,,
G2T,5000741,https://aku-pal.uni-mainz.de/texts/5000741,8,Sargtexte,Sargtexte,Erste Zwischenzeit,Erste Zwischenzeit,-2160,-2055,-2108,,
"Turin, Museo Egizio, CGT 57429",139128,https://aku-pal.uni-mainz.de/texts/139128,8,Administrativer Text,Administrativer Text,"Neues Reich, 19. Dynastie, Ramses II.",Neues Reich,-1279,-1213,-1246,,
"London, British Museum, EA 10760",381066,https://aku-pal.uni-mainz.de/texts/381066,8,Magischer Text,Magischer Text,"Mittleres Reich, 12. Dynastie – Zweite Zwischenzeit, 13. Dynastie",Mittleres Reich,-1985,-1650,-1818,,
"London, British Museum, EA 9901",134351,https://aku-pal.uni-mainz.de/texts/134351,8,Totenbuch,Totenbuch,"Neues Reich, 19. Dynastie, Sethos I. – Neues Reich, 19. Dynastie, Ramses II.",Neues Reich,-1294,-1213,-1254,,
"New York City, Metropolitan Museum of Art, 15.3.988",5000970,https://aku-pal.uni-mainz.de/texts/5000970,8,Kemit,Kemit,"Mittleres Reich, 12. Dynastie – Zweite Zwischenzeit, 13. Dynastie",Mittleres Reich,-1985,-1650,-1818,,
"Prag, Náprstek Museum, P 3826",5000977,https://aku-pal.uni-mainz.de/texts/5000977,8,Kemit,Kemit,"Neues Reich, 19. Dynastie – Neues Reich, 20. Dynastie",Neues Reich,-1295,-1069,-1182,,
"London, Petrie Museum of Egyptian Archaeology, UC 31913",5000979,https://aku-pal.uni-mainz.de/texts/5000979,8,Kemit,Kemit,"Neues Reich, 19. Dynastie – Neues Reich, 20. Dynastie",Neues Reich,-1295,-1069,-1182,,
"London, Petrie Museum of Egyptian Archaeology, UC 31946",5000983,https://aku-pal.uni-mainz.de/texts/5000983,8,Kemit,Kemit,"Neues Reich, 19. Dynastie – Neues Reich, 20. Dynastie",Neues Reich,-1295,-1069,-1182,,
O. Deir el-Bahri T3.L11,5001002,https://aku-pal.uni-mainz.de/texts/5001002,8,Kemit,Kemit,"Neues Reich, 18. Dynastie – Neues Reich, 20. Dynastie",Neues Reich,-1550,-1069,-1310,,
"Kairo, Institut français d’archéologie orientale, 2548",5001025,https://aku-pal.uni-mainz.de/texts/5001025,8,Kemit,Kemit,"Neues Reich, 19. Dynastie – Neues Reich, 20. Dynastie",Neues Reich,-1295,-1069,-1182,,
"Kairo, Institut français d’archéologie orientale, 2584",5001034,https://aku-pal.uni-mainz.de/texts/5001034,8,Kemit,Kemit,"Neues Reich, 19. Dynastie – Neues Reich, 20. Dynastie",Neues Reich,-1295,-1069,-1182,,
"Kairo, Institut français d’archéologie orientale, 2609",5001040,https://aku-pal.uni-mainz.de/texts/5001040,8,Kemit,Kemit,"Neues Reich, 19. Dynastie – Neues Reich, 20. Dynastie",Neues Reich,-1295,-1069,-1182,,
"Kairo, Institut français d’archéologie orientale, 2587",5001067,https://aku-pal.uni-mainz.de/texts/5001067,8,Kemit,Kemit,"Neues Reich, 19. Dynastie – Neues Reich, 20. Dynastie",Neues Reich,-1295,-1069,-1182,,
"Kairo, Institut français d’archéologie orientale, OL 48",5001086,https://aku-pal.uni-mainz.de/texts/5001086,8,Kemit,Kemit,"Neues Reich, 19. Dynastie – Neues Reich, 20. Dynastie",Neues Reich,-1295,-1069,-1182,,
"Kairo, Institut français d’archéologie orientale, OL 18",5001094,https://aku-pal.uni-mainz.de/texts/5001094,8,Kemit,Kemit,"Neues Reich, 19. Dynastie – Neues Reich, 20. Dynastie",Neues Reich,-1295,-1069,-1182,,
"Kairo, Institut français d’archéologie orientale, OL 11",5001098,https://aku-pal.uni-mainz.de/texts/5001098,8,Kemit,Kemit,"Neues Reich, 19. Dynastie – Neues Reich, 20. Dynastie",Neues Reich,-1295,-1069,-1182,,
"Kairo, Institut français d’archéologie orientale, OL 15",5001103,https://aku-pal.uni-mainz.de/texts/5001103,8,Kemit,Kemit,"Neues Reich, 19. Dynastie – Neues Reich, 20. Dynastie",Neues Reich,-1295,-1069,-1182,,
"Cambridge, Fitzwilliam Museum, E.76.1926",5001130,https://aku-pal.uni-mainz.de/texts/5001130,8,Kemit,Kemit,"Neues Reich, 19. Dynastie – Neues Reich, 20. Dynastie",Neues Reich,-1295,-1069,-1182,,
"Oxford, Ashmolean Museum, ANAsh.Mus.H.O.393",5001146,https://aku-pal.uni-mainz.de/texts/5001146,8,Kemit,Kemit,"Neues Reich, 19. Dynastie – Neues Reich, 20. Dynastie",Neues Reich,-1295,-1069,-1182,,
"Oxford, Ashmolean Museum, ANAsh.Mus.H.O.868",5001152,https://aku-pal.uni-mainz.de/texts/5001152,8,Kemit,Kemit,"Neues Reich, 19. Dynastie – Neues Reich, 20. Dynastie",Neues Reich,-1295,-1069,-1182,,
"Oxford, Ashmolean Museum, ANAsh.Mus.H.O.927",5001153,https://aku-pal.uni-mainz.de/texts/5001153,8,Kemit,Kemit,"Neues Reich, 19. Dynastie – Neues Reich, 20. Dynastie",Neues Reich,-1295,-1069,-1182,,
"Leipzig, Ägyptisches Museum der Universität Leipzig – Georg Steindorff, 495",5000348,https://aku-pal.uni-mainz.de/texts/5000348,7,Namenliste/Onomasticon,Namenliste/Onomasticon,"Neues Reich, 18. Dynastie, Thutmosis III.",Neues Reich,-1479,-1425,-1452,,
"Berlin, Ägyptisches Museum und Papyrussammlung, P. 9874",5000297,https://aku-pal.uni-mainz.de/texts/5000297,7,Namenliste/Onomasticon,Namenliste/Onomasticon (names),"Altes Reich, 5. Dynastie, Niuserre",Altes Reich,-2445,-2421,-2433,,
D. Hatnub 3,5000363,https://aku-pal.uni-mainz.de/texts/5000363,7,Biographischer Text,Biographischer Text,"Altes Reich, 6. Dynastie, Pepi II.",Altes Reich,-2278,-2184,-2231,,
"Berlin, Ägyptisches Museum und Papyrussammlung, P. 3027",5000064,https://aku-pal.uni-mainz.de/texts/5000064,7,Magischer Text,Magischer Text,"Neues Reich, 18. Dynastie",Neues Reich,-1550,-1295,-1422,,
"London, British Museum, EA 10246 (1-5)",381200,https://aku-pal.uni-mainz.de/texts/381200,7,Literarischer Text,Literarischer Text,"Neues Reich, 19. Dynastie, Merenptah, Regierungsjahr 3",Neues Reich,-1211,-1210,-1210,,
"Leiden, Rijksmuseum van Oudheden, AMS 38 b",139422,https://aku-pal.uni-mainz.de/texts/139422,7,Brief,Brief (an einen Lebenden),"Neues Reich, 20. Dynastie, Ramses XI., Regierungsjahr 6",Neues Reich,-1094,-1093,-1094,,
"London, British Museum, EA 10274 ro",381275,https://aku-pal.uni-mainz.de/texts/381275,7,Literarischer Text,Literarischer Text (Eloquent Peasant),"Mittleres Reich, 12. Dynastie",Mittleres Reich,-1985,-1773,-1879,,
D. Assiut N13.1 TN6,5000485,https://aku-pal.uni-mainz.de/texts/5000485,7,Kemit,Kemit,"Neues Reich, 18. Dynastie",Neues Reich,-1550,-1295,-1422,,
D. Assiut N13.1 TN22,5000510,https://aku-pal.uni-mainz.de/texts/5000510,7,Lehre,Lehre (beginning),"Neues Reich, 18. Dynastie",Neues Reich,-1550,-1295,-1422,,
"Kairo, Institut français d’archéologie orientale, 652",137091,https://aku-pal.uni-mainz.de/texts/137091,7,Administrativer Text,Administrativer Text (Deliveries and deficits of products),"Neues Reich, 20. Dynastie, Ramses III., Regierungsjahr 24, Monat 3, Jahreszeit pr.t, Tag 29",Neues Reich,-1161,-1160,-1160,,
