"sign ID","grapheme ID","mdc"
"11199","747","Aa2"
"11200","60","B7C"
"11201","60","B7C"
"11202","120","C7"
"11203","199","E23"
"11204","221","F29"
"11205","236","F31"
"11206","249","F46"
"11207","250","F51"
"11208","250","F51"
"11209","299","H3"
"11210","324","I6"
"11212","368","M17"
"11213","365","M20"
"11214","365","M20"
"11215","389","N1"
"11216","389","N1"
"11217","396","N6"
"11218","401","N11"
"11219","429","N37"
"11220","479","O35"
"11221","538","R15"
"11222","550","S1"
"11223","567","S13"
"11224","570","S15"
"11225","587","S29"
"11226","609","T14"
"11227","618","T21"
"11228","648","U19"
"11229","654","U22"
"11230","654","U22"
"11231","655","U23"
"11232","660","U30"
"11233","689","V9"
"11234","666","U36"
"11236","702","V36"
"11237","742","Z3"
"11238","742","Z3"
"11239","169","D54"
"11240","496","P1A"
"11241","1679","Gx2"
"11242","746","Aa1"
"11243","746","Aa1"
"11244","747","Aa2"
"11245","754","Aa15"
"11246","754","Aa15"
"11247","755","Aa17"
"11248","756","Aa19"
"11249","758","Aa20"
"11250","758","Aa20"
"11251","764","Aa27"
"11252","764","Aa27"
"11253","58","B1"
"11254","751","Aa8"
"11255","765","Aa28"
"11256","765","Aa28"
"11257","765","Aa28"
"11258","779","C10"
"11259","123","D1"
"11260","124","D2"
"11261","124","D2"
"11262","124","D2"
"11263","21","C32B"
"11264","126","D3"
"11265","126","D3"
"11266","128","D4"
"11267","130","D6"
"11268","1292","D143"
"11269","133","D10"
"11270","135","D12"
"11271","135","D12"
"11272","125","D20"
"11273","137","D21"
"11274","137","D21"
"11275","137","D21"
"11276","143","D26"
"11277","143","D26"
"11278","166","D52"
"11279","167","D53"
"11280","151","D36"
"11281","151","D36"
"11282","151","D36"
"11283","144","D28"
"11285","148","D34"
"11286","148","D34"
"11287","147","D35"
"11288","154","D37"
"11289","154","D37"
"11290","159","D40"
"11291","153","D41"
"11292","158","D43"
"11293","158","D43"
"11294","150","D45"
"11295","162","D212A"
"11296","161","D46"
"11297","161","D46"
"11298","161","D46"
"11299","163","D50"
"11300","163","D50"
"11302","164","D51"
"11303","169","D54"
"11304","169","D54"
"11305","171","D56"
"11306","171","D56"
"11307","172","D57"
"11308","173","D58"
"11309","174","D60"
"11310","175","E1"
"11311","176","E2"
"11312","190","E8"
"11313","180","E9"
"11314","204","E21"
"11315","186","E28"
"11316","191","E34"
"11317","231","F4"
"11318","224","F8"
"11319","210","F10"
"11320","229","F12"
"11321","212","F13"
"11322","215","F16"
"11323","235","F18"
"11324","235","F18"
"11325","235","F18"
"11326","235","F18"
"11327","219","F20"
"11328","219","F20"
"11329","217","F21"
"11330","233","F22"
"11331","223","F25"
"11332","223","F25"
"11333","223","F25"
"11334","226","F26"
"11335","220","F27"
"11336","243","F30"
"11337","236","F31"
"11338","237","F32"
"11339","241","F34"
"11340","240","F35"
"11341","239","F36"
"11342","239","F36"
"11343","246","F40"
"11344","246","F40"
"11345","245","F42"
"11346","242","F45"
"11347","249","F46"
"11348","250","F51"
"11349","250","F51"
"11350","250","F51"
"11351","497","P3"
"11352","300","H4"
"11353","300","H4"
"11354","306","H6"
"11355","306","H6"
"11356","308","H8"
"11357","326","I1"
"11358","319","I3"
"11359","321","I5"
"11360","309","I9"
"11361","309","I9"
"11362","309","I9"
"11363","311","I10"
"11364","311","I10"
"11365","313","I12"
"11366","434","I14"
"11367","318","I86A"
"11368","329","K1"
"11369","330","K2"
"11370","330","K2"
"11371","330","K2"
"11372","331","K4"
"11373","331","K4"
"11375","844","K5:D54"
"11376","337","L1"
"11377","1392","M1A"
"11378","384","M2"
"11379","384","M2"
"11380","347","M3"
"11381","347","M3"
"11382","1742","M7"
"11383","350","M6"
"11384","353","M8"
"11385","353","M8"
"11386","358","M11"
"11387","363","M13"
"11388","364","M14"
"11389","364","M14"
"11390","361","M15"
"11391","362","M16"
"11392","368","M17"
"11393","368","M17"
"11394","369","M18"
"11397","372","M23"
"11398","372","M23"
"11399","372","M23"
"11400","387","M29"
"11401","387","M29"
"11402","381","M36"
"11403","367","M40"
"11404","385","M44"
"11405","389","N1"
"11406","948","N46"
"11407","948","N46"
"11408","394","N5"
"11409","394","N5"
"11410","395","N8"
"11411","396","N6"
"11412","403","N14"
"11413","407","N16"
"11414","426","N23"
"11415","408","N25"
"11416","408","N25"
"11417","408","N25"
"11418","411","N26"
"11419","411","N26"
"11420","397","N27"
"11421","398","N28"
"11422","398","N28"
"11423","412","N29"
"11424","413","N30"
"11425","414","N31"
"11426","419","N33"
"11427","432","N35"
"11428","432","N35"
"11429","432","N35"
"11430","432","N35"
"11432","429","N37"
"11433","429","N37"
"11434","430","N40"
"11435","428","N41"
"11436","428","N41"
"11437","428","N41"
"11438","468","O28"
"11439","470","O29"
"11440","470","O29"
"11441","477","O31"
"11442","477","O31"
"11443","478","O34"
"11444","478","O34"
"11445","439","O37"
"11446","473","O39"
"11447","441","O42"
"11448","484","O44"
"11449","437","O47"
"11450","465","O50"
"11451","465","O50"
"11452","495","P1"
"11453","495","P1"
"11454","500","P5"
"11455","501","P6"
"11456","504","P8"
"11457","503","P10"
"11458","507","Q1"
"11459","509","Q3"
"11460","509","Q3"
"11461","516","Q7"
"11462","516","Q7"
"11463","526","R4"
"11464","531","R8"
"11465","529","R11"
"11466","529","R11"
"11467","521","R14"
"11468","540","R17"
"11469","553","S3"
"11470","566","S12"
"11471","573","S20"
"11472","573","S20"
"11473","576","S24"
"11474","576","S24"
"11475","585","S28"
"11476","587","S29"
"11477","586","S32"
"11478","578","S34"
"11479","578","S34"
"11480","593","S39"
"11481","594","S40"
"11482","597","S42"
"11483","599","S43"
"11484","599","S43"
"11485","599","S43"
"11486","604","T3"
"11487","614","T12"
"11488","621","T18"
"11489","617","T19"
"11490","618","T21"
"11491","616","T22"
"11492","631","T26"
"11493","628","T28"
"11494","1703","T102"
"11495","623","T30"
"11496","622","T34"
"11497","639","U2"
"11498","642","U5"
"11499","642","U5"
"11500","642","U5"
"11501","645","U7"
"11502","650","U9"
"11503","643","U13"
"11504","643","U13"
"11506","652","U15"
"11507","647","U17"
"11508","648","U19"
"11509","649","U21"
"11510","655","U23"
"11511","655","U23"
"11512","656","U24"
"11513","657","U26"
"11514","657","U26"
"11515","658","U28"
"11516","660","U30"
"11517","660","U30"
"11518","662","U32"
"11519","663","U33"
"11520","1004","U35"
"11521","666","U36"
"11522","677","V1"
"11523","677","V1"
"11524","679","V2"
"11525","679","V2"
"11526","679","V2"
"11527","680","V6"
"11529","682","V7"
"11530","690","<1--0>-<0--2>"
"11531","769","V10"
"11532","691","V11"
"11533","691","V11"
"11534","691","V11"
"11535","683","V12"
"11536","683","V12"
"11537","684","V13"
"11539","686","V19"
"11540","692","V22"
"11541","693","V24"
"11542","695","V28"
"11543","695","V28"
"11544","696","V29"
"11545","696","V29"
"11546","696","V29"
"11547","698","V30"
"11548","698","V30"
"11549","698","V30"
"11550","698","V30"
"11551","699","V31"
"11552","699","V31"
"11553","699","V31"
"11554","699","V31"
"11555","726","W3"
"11556","706","W9"
"11557","714","W10"
"11558","714","W10"
"11559","719","W11"
"11560","719","W11"
"11561","716","W14"
"11562","718","W17"
"11563","723","W19"
"11564","711","W24"
"11565","711","W24"
"11566","712","W25"
"11567","728","X1"
"11568","728","X1"
"11569","728","X1"
"11570","732","X8"
"11571","734","Y1"
"11572","734","Y1"
"11573","733","Y3"
"11574","735","Y5"
"11575","739","Z1"
"11578","740","Z4"
"11579","745","Z5"
"11580","745","Z5"
"11581","744","Z9"
"11582","744","Z9"
"11583","744","Z9"
"11584","382","Z11"
"11585","244","F37B"
"11587","562","S10A"
"11588","588","S123"
"11589","598","S44A"
"11590","710","W89"
"11591","713","W54"
"11595","471","U116"
"11596","813","F143A"
"11597","165","D27"
"11598","320","I5A"
"11599","424","N19"
"11600","498","P4"
"11601","471","U116"
"11602","465","O50"
"11603","405","N64"
"11604","676","V4"
"11605","735","Y5"
"11606","226","F26"
"11608","349","M4"
"11609","401","N11"
"11610","47","A12"
"11611","1621","10"
"11612","470","O29"
"11613","559","S9"
"11614","259","G7"
"11615","226","F26"
"11616","236","F31"
"11617","251","G1"
"11618","412","N29"
"11619","473","O39"
"11620","441","O42"
"11621","538","R15"
"11622","658","U28"
"11623","663","U33"
"11624","699","V31"
"11625","240","F35"
"11626","347","M3"
"11627","387","M29"
"11628","490","O24"
"11630","500","P5"
"11631","663","U33"
"11632","684","V13"
"11633","726","W3"
"11634","686","V19"
"11635","432","N35"
"11636","384","M2"
"11637","693","V24"
"11638","456","O1"
"11639","666","U36"
"11640","666","U36"
"11641","220","F27"
"11642","237","F32"
"11643","295","G47"
"11644","295","G47"
"11645","324","I6"
"11646","313","I12"
"11647","347","M3"
"11648","367","M40"
"11649","408","N25"
"11650","398","N28"
"11651","792","N34"
"11653","443","O6"
"11654","468","O28"
"11655","495","P1"
"11656","500","P5"
"11657","503","P10"
"11658","563","S10"
"11659","563","S10"
"11660","573","S20"
"11661","618","T21"
"11662","623","T30"
"11663","639","U2"
"11664","656","U24"
"11665","663","U33"
"11666","676","V4"
"11667","693","V24"
"11668","695","V28"
"11669","696","V29"
"11670","726","W3"
"11671","734","Y1"
"11672","739","Z1"
"11673","740","Z4"
"11674","745","Z5"
"11675","244","F37B"
"11676","536","R118"
"11677","710","W89"
"11678","1688","Z30"
"11679","307","H31"
"11680","1687","1/8"
"11681","136","D14"
"11682","136","D14"
"11683","303","D15"
"11684","303","D15"
"11685","304","D16"
"11686","304","D16"
"11687","1624","10000"
"11688","150","D45"
"11694","229","F12"
"11695","220","F27"
"11696","236","F31"
"11697","326","I1"
"11698","313","I12"
"11700","1623","1000"
"11701","368","M17"
"11704","389","N1"
"11705","1690","1/4"
"11706","792","N34"
"11716","428","N41"
"11717","490","O24"
"11718","490","O24"
"11719","494","O26"
"11720","468","O28"
"11721","470","O29"
"11722","470","O29"
"11723","470","O29"
"11724","477","O31"
"11725","478","O34"
"11726","478","O34"
"11727","479","O35"
"11728","438","O36"
"11729","439","O37"
"11730","439","O37"
"11731","473","O39"
"11732","466","O51"
"11734","631","T26"
"11735","628","T28"
"11736","642","U5"
"11737","642","U5"
"11738","642","U5"
"11739","1622","100"
"11740","1622","100"
"11741","655","U23"
"11742","662","U32"
"11743","662","U32"
"11744","1621","10"
"11745","1621","10"
"11746","1621","10"
"11747","1621","10"
"11749","728","X1"
"11750","735","Y5"
"11753","1615","1"
"11755","271","G39"
"11757","710","W89"
"11760","1652","1/2"
"11761","1652","1/2"
"11762","1652","1/2"
"11763","136","D14"
"11764","303","D15"
"11765","303","D15"
"11766","304","D16"
"11767","139","2/3"
"11768","139","2/3"
"11769","140","3/4"
"11770","1687","1/8"
"11771","1687","1/8"
"11772","361","M15"
"11773","361","M15"
"11774","367","M40"
"11775","408","N25"
"11776","411","N26"
"11777","1690","1/4"
"11778","792","N34"
"11779","1622","100"
"11780","1622","100"
"11781","1621","10"
"11782","1621","10"
"11783","692","V22"
"11785","345","M1"
"11786","804","HSZ350"
"11787","764","Aa27"
"11788","764","Aa27"
"11789","764","Aa27"
"11790","746","Aa1"
"11791","746","Aa1"
"11792","746","Aa1"
"11793","747","Aa2"
"11794","755","Aa17"
"11795","755","Aa17"
"11796","246","F40"
"11797","249","F46"
"11799","309","I9"
"11800","382","Z11"
"11801","382","Z11"
"11802","382","Z11"
"11803","385","M44"
"11804","408","N25"
"11805","408","N25"
"11806","408","N25"
"11807","397","N27"
"11808","437","O47"
"11809","437","O47"
"11811","531","R8"
"11812","529","R11"
"11813","529","R11"
"11814","521","R14"
"11815","538","R15"
"11816","538","R15"
"11817","538","R15"
"11818","613","T13"
"11819","613","T13"
"11820","613","T13"
"11822","616","T22"
"11823","622","T34"
"11824","676","V4"
"11825","676","V4"
"11826","684","V13"
"11829","695","V28"
"11830","695","V28"
"11831","695","V28"
"11832","728","X1"
"11833","728","X1"
"11834","728","X1"
"11835","728","X1"
"11836","728","X1"
"11837","728","X1"
"11838","728","X1"
"11839","731","X2"
"11840","729","X4"
"11841","852","X5"
"11842","852","X5"
"11843","730","X6"
"11844","734","Y1"
"11845","734","Y1"
"11846","734","Y1"
"11847","734","Y1"
"11848","734","Y1"
"11849","735","Y5"
"11850","737","Y8"
"11851","737","Y8"
"11852","739","Z1"
"11853","739","Z1"
"11854","739","Z1"
"11858","740","Z4"
"11859","740","Z4"
"11860","740","Z4"
"11861","745","Z5"
"11862","745","Z5"
"11863","745","Z5"
"11864","744","Z9"
"11865","744","Z9"
"11866","744","Z9"
"11867","543","R85"
"11868","543","R85"
"11872","1682","N33AV"
"11873","1682","N33AV"
"11880","409","N77"
"11881","409","N77"
"11882","409","N77"
"11886","182","E7"
"11887","190","E8"
"11888","193","E15"
"11889","191","E34"
"11890","199","E23"
"11891","676","V4"
"11892","676","V4"
"11893","1678","Gx3"
"11894","746","Aa1"
"11895","746","Aa1"
"11896","746","Aa1"
"11897","747","Aa2"
"11898","760","Aa22"
"11899","1650","Aa16"
"11900","754","Aa15"
"11901","758","Aa20"
"11902","764","Aa27"
"11903","154","D37"
"11904","159","D40"
"11905","174","D60"
"11906","175","E1"
"11907","175","E1"
"11908","180","E9"
"11909","199","E23"
"11910","191","E34"
"11911","191","E34"
"11912","229","F12"
"11913","212","F13"
"11914","217","F21"
"11915","217","F21"
"11916","223","F25"
"11917","223","F25"
"11918","226","F26"
"11919","226","F26"
"11920","220","F27"
"11921","243","F30"
"11922","236","F31"
"11923","237","F32"
"11924","237","F32"
"11925","241","F34"
"11926","240","F35"
"11927","240","F35"
"11928","239","F36"
"11929","247","F39"
"11930","246","F40"
"11931","245","F42"
"11932","249","F46"
"11933","250","F51"
"11934","250","F51"
"11935","280","G28"
"11936","280","G28"
"11937","268","G38"
"11938","271","G39"
"11939","274","G41"
"11940","275","G42"
"11941","295","G47"
"11942","1","A1"
"11943","3","A2"
"11944","3","A2"
"11945","50","A21"
"11947","7","A30"
"11948","128","D4"
"11949","137","D21"
"11950","137","D21"
"11951","137","D21"
"11952","137","D21"
"11953","151","D36"
"11954","151","D36"
"11955","151","D36"
"11956","151","D36"
"11957","161","D46"
"11958","231","F4"
"11959","212","F13"
"11960","241","F34"
"11961","241","F34"
"11962","265","G17"
"11963","265","G17"
"11964","265","G17"
"11965","265","G17"
"11966","265","G17"
"11967","265","G17"
"11968","265","G17"
"11969","287","G37"
"11970","271","G39"
"11971","309","I9"
"11972","311","I10"
"11973","311","I10"
"11974","337","L1"
"11976","337","L1"
"11977","337","L1"
"11978","368","M17"
"11979","368","M17"
"11980","368","M17"
"11981","372","M23"
"11982","381","M36"
"11983","394","N5"
"11984","394","N5"
"11985","407","N16"
"11986","420","N21"
"11987","420","N21"
"11988","420","N21"
"11989","426","N23"
"11990","426","N23"
"11991","426","N23"
"11992","426","N23"
"11993","412","N29"
"11995","432","N35"
"11996","432","N35"
"11997","432","N35"
"11998","452","O4"
"11999","478","O34"
"12000","504","P8"
"12001","509","Q3"
"12002","526","R4"
"12003","531","R8"
"12004","587","S29"
"12005","587","S29"
"12006","587","S29"
"12007","592","S38"
"12008","642","U5"
"12009","652","U15"
"12010","663","U33"
"12011","690","<1--0>-<0--2>"
"12012","690","<1--0>-<0--2>"
"12013","699","V31"
"12015","699","V31"
"12016","699","V31"
"12017","699","V31"
"12018","699","V31"
"12019","699","V31"
"12020","728","X1"
"12021","728","X1"
"12022","728","X1"
"12023","728","X1"
"12024","271","G39"
"12025","734","Y1"
"12026","734","Y1"
"12027","734","Y1"
"12028","735","Y5"
"12029","739","Z1"
"12030","739","Z1"
"12031","739","Z1"
"12032","739","Z1"
"12035","1765","Z7"
"12036","1765","Z7"
"12037","1765","Z7"
"12038","1765","Z7"
"12039","1765","Z7"
"12040","1765","Z7"
"12041","241","F34"
"12042","1","A1"
"12043","1","A1"
"12044","1","A1"
"12045","4","A17"
"12046","44","A25"
"12047","746","Aa1"
"12048","746","Aa1"
"12049","124","D2"
"12050","128","D4"
"12051","128","D4"
"12052","137","D21"
"12053","137","D21"
"12054","147","D35"
"12055","151","D36"
"12056","191","E34"
"12057","191","E34"
"12058","217","F21"
"12059","226","F26"
"12060","251","G1"
"12061","265","G17"
"12062","265","G17"
"12063","368","M17"
"12064","368","M17"
"12065","368","M17"
"12067","432","N35"
"12068","432","N35"
"12069","432","N35"
"12070","432","N35"
"12071","432","N35"
"12072","432","N35"
"12074","509","Q3"
"12075","509","Q3"
"12076","587","S29"
"12077","587","S29"
"12078","587","S29"
"12079","686","V19"
"12080","695","V28"
"12081","695","V28"
"12082","699","V31"
"12083","711","W24"
"12084","728","X1"
"12085","734","Y1"
"12086","739","Z1"
"12087","1765","Z7"
"12088","296","G49"
"12089","297","H2"
"12090","306","H6"
"12091","309","I9"
"12092","329","K1"
"12093","330","K2"
"12094","330","K2"
"12095","331","K4"
"12096","1392","M1A"
"12097","384","M2"
"12098","347","M3"
"12099","349","M4"
"12100","350","M6"
"12101","350","M6"
"12102","353","M8"
"12103","353","M8"
"12104","358","M11"
"12105","354","M12"
"12106","354","M12"
"12107","364","M14"
"12108","361","M15"
"12109","361","M15"
"12110","362","M16"
"12111","368","M17"
"12112","368","M17"
"12113","369","M18"
"12114","365","M20"
"12116","372","M23"
"12117","375","M26"
"12118","387","M29"
"12119","387","M29"
"12122","367","M40"
"12123","382","Z11"
"12124","382","Z11"
"12125","385","M44"
"12126","385","M44"
"12127","390","N2"
"12128","394","N5"
"12129","394","N5"
"12130","394","N5"
"12131","394","N5"
"12132","394","N5"
"12133","396","N6"
"12134","426","N23"
"12135","426","N23"
"12136","426","N23"
"12137","408","N25"
"12138","411","N26"
"12139","411","N26"
"12140","397","N27"
"12141","398","N28"
"12142","398","N28"
"12143","412","N29"
"12144","412","N29"
"12145","412","N29"
"12146","414","N31"
"12147","419","N33"
"12148","419","N33"
"12149","416","N42"
"12150","432","N35"
"12151","432","N35"
"12152","432","N35"
"12154","429","N37"
"12155","430","N40"
"12156","468","O28"
"12157","470","O29"
"12158","477","O31"
"12159","478","O34"
"12160","478","O34"
"12161","479","O35"
"12162","472","O38"
"12163","473","O39"
"12164","473","O39"
"12165","441","O42"
"12166","465","O50"
"12167","495","P1"
"12168","495","P1"
"12169","500","P5"
"12170","501","P6"
"12171","504","P8"
"12172","504","P8"
"12173","506","P11"
"12174","507","Q1"
"12175","509","Q3"
"12176","509","Q3"
"12177","515","Q6"
"12178","516","Q7"
"12179","522","R2"
"12180","526","R4"
"12181","531","R8"
"12182","531","R8"
"12183","529","R11"
"12184","529","R11"
"12185","534","R12"
"12186","260","R13"
"12187","538","R15"
"12188","566","S12"
"12189","571","S18"
"12190","573","S20"
"12191","573","S20"
"12192","576","S24"
"12193","585","S28"
"12194","587","S29"
"12195","587","S29"
"12196","578","S34"
"12197","593","S39"
"12198","594","S40"
"12199","599","S43"
"12200","604","T3"
"12201","612","T9"
"12202","615","T11"
"12203","614","T12"
"12204","621","T18"
"12205","617","T19"
"12206","618","T21"
"12207","618","T21"
"12208","630","T25"
"12209","628","T28"
"12210","623","T30"
"12211","623","T30"
"12212","622","T34"
"12213","639","U2"
"12214","639","U2"
"12216","645","U7"
"12217","643","U13"
"12219","648","U19"
"12220","657","U26"
"12221","658","U28"
"12222","661","U31"
"12223","663","U33"
"12224","663","U33"
"12225","1004","U35"
"12226","666","U36"
"12227","666","U36"
"12228","669","U39"
"12229","677","V1"
"12230","677","V1"
"12231","679","V2"
"12232","676","V4"
"12233","676","V4"
"12234","676","V4"
"12235","680","V6"
"12236","690","<1--0>-<0--2>"
"12237","691","V11"
"12238","683","V12"
"12239","683","V12"
"12240","684","V13"
"12242","686","V19"
"12243","686","V19"
"12244","692","V22"
"12245","693","V24"
"12246","693","V24"
"12247","695","V28"
"12248","695","V28"
"12249","696","V29"
"12250","698","V30"
"12251","698","V30"
"12252","698","V30"
"12253","698","V30"
"12254","699","V31"
"12255","699","V31"
"12256","699","V31"
"12257","726","W3"
"12258","706","W9"
"12259","706","W9"
"12260","714","W10"
"12261","719","W11"
"12262","719","W11"
"12263","716","W14"
"12264","716","W14"
"12265","717","W15"
"12266","718","W17"
"12267","723","W19"
"12268","709","W22"
"12269","709","W22"
"12270","705","W23"
"12271","711","W24"
"12272","711","W24"
"12273","712","W25"
"12274","728","X1"
"12275","728","X1"
"12276","728","X1"
"12277","729","X4"
"12278","729","X4"
"12279","734","Y1"
"12280","734","Y1"
"12281","734","Y1"
"12282","733","Y3"
"12283","737","Y8"
"12284","739","Z1"
"12285","739","Z1"
"12289","740","Z4"
"12290","740","Z4"
"12291","740","Z4"
"12292","740","Z4"
"12293","740","Z4"
"12294","745","Z5"
"12295","745","Z5"
"12296","745","Z5"
"12297","744","Z9"
"12298","744","Z9"
"12299","244","F37B"
"12304","1682","N33AV"
"12305","1682","N33AV"
"12318","399","N9"
"12319","637","Aa32"
"12320","219","F20"
"12321","510","A55"
"12322","1680","Qx1"
"12323","746","Aa1"
"12324","746","Aa1"
"12325","746","Aa1"
"12326","746","Aa1"
"12327","747","Aa2"
"12328","747","Aa2"
"12329","747","Aa2"
"12330","752","Aa9"
"12331","752","Aa9"
"12332","753","Aa11"
"12333","753","Aa11"
"12334","1650","Aa16"
"12335","1650","Aa16"
"12336","1650","Aa16"
"12337","754","Aa15"
"12338","754","Aa15"
"12339","754","Aa15"
"12340","760","Aa22"
"12341","760","Aa22"
"12342","760","Aa22"
"12343","761","Aa24"
"12344","764","Aa27"
"12345","764","Aa27"
"12346","765","Aa28"
"12347","765","Aa28"
"12348","137","D21"
"12349","175","E1"
"12350","175","E1"
"12351","182","E7"
"12352","182","E7"
"12355","190","E8"
"12358","190","E8"
"12359","180","E9"
"12361","180","E9"
"12363","180","E9"
"12364","184","E10"
"12366","195","E17"
"12368","204","E21"
"12370","199","E23"
"12372","199","E23"
"12374","200","E25"
"12377","187","E29"
"12379","191","E34"
"12382","191","E34"
"12383","231","F4"
"12385","231","F4"
"12387","228","F5"
"12389","228","F5"
"12392","209","F2"
"12397","225","F7"
"12399","210","F10"
"12401","229","F12"
"12404","212","F13"
"12407","212","F13"
"12410","212","F13"
"12412","215","F16"
"12415","235","F18"
"12416","235","F18"
"12419","219","F20"
"12422","217","F21"
"12423","217","F21"
"12424","217","F21"
"12425","233","F22"
"12434","233","F22"
"12436","222","F23"
"12441","223","F25"
"12443","223","F25"
"12450","226","F26"
"12455","226","F26"
"12457","220","F27"
"12458","220","F27"
"12459","220","F27"
"12460","221","F29"
"12461","221","F29"
"12462","243","F30"
"12463","243","F30"
"12464","243","F30"
"12465","236","F31"
"12467","236","F31"
"12468","237","F32"
"12469","237","F32"
"12472","237","F32"
"12475","241","F34"
"12478","241","F34"
"12480","240","F35"
"12482","240","F35"
"12485","239","F36"
"12487","239","F36"
"12490","1775","F37"
"12491","247","F39"
"12493","247","F39"
"12496","246","F40"
"12499","246","F40"
"12503","245","F42"
"12507","249","F46"
"12508","249","F46"
"12509","249","F46"
"12510","249","F46"
"12516","329","K1"
"12517","329","K1"
"12631","1","A1"
"12632","746","Aa1"
"12633","58","B1"
"12634","124","D2"
"12635","128","D4"
"12636","128","D4"
"12637","137","D21"
"12638","137","D21"
"12639","159","D40"
"12640","169","D54"
"12641","169","D54"
"12642","222","F23"
"12643","251","G1"
"12644","271","G39"
"12645","1765","Z7"
"12646","1765","Z7"
"12647","1765","Z7"
"12648","1765","Z7"
"12649","1765","Z7"
"12650","368","M17"
"12651","368","M17"
"12652","414","N31"
"12653","432","N35"
"12654","432","N35"
"12655","432","N35"
"12656","429","N37"
"12657","456","O1"
"12658","456","O1"
"12659","509","Q3"
"12660","509","Q3"
"12661","509","Q3"
"12662","587","S29"
"12663","639","U2"
"12664","695","V28"
"12665","728","X1"
"12666","734","Y1"
"12667","733","Y3"
"12668","735","Y5"
"12669","739","Z1"
"12672","43","A24"
"12674","137","D21"
"12676","151","D36"
"12677","161","D46"
"12678","251","G1"
"12680","1765","Z7"
"12681","309","I9"
"12682","309","I9"
"12683","311","I10"
"12684","311","I10"
"12685","364","M14"
"12686","419","N33"
"12687","419","N33"
"12688","432","N35"
"12689","509","Q3"
"12690","587","S29"
"12691","695","V28"
"12692","695","V28"
"12693","734","Y1"
"12694","734","Y1"
"12696","1","A1"
"12697","137","D21"
"12698","137","D21"
"12701","645","U7"
"12702","698","V30"
"12703","699","V31"
"12728","751","Aa8"
"12729","755","Aa17"
"12730","755","Aa17"
"12731","755","Aa17"
"12732","756","Aa19"
"12733","768","D61"
"12734","768","D61"
"12735","250","F51"
"12736","250","F51"
"12737","266","G21"
"12738","266","G21"
"12739","268","G38"
"12740","1691","G80"
"12741","1691","G80"
"12742","271","G39"
"12743","271","G39"
"12744","271","G39"
"12745","274","G41"
"12746","274","G41"
"12747","274","G41"
"12748","295","G47"
"12749","296","G49"
"12750","296","G49"
"12751","279","G50"
"12752","270","G54"
"12753","270","G54"
"12754","297","H2"
"12755","297","H2"
"12756","305","H5"
"12757","299","H3"
"12758","306","H6"
"12759","306","H6"
"12760","306","H6"
"12761","324","I6"
"12762","324","I6"
"12763","324","I6"
"12764","311","I10"
"12765","329","K1"
"12766","329","K1"
"12767","330","K2"
"12768","330","K2"
"12769","330","K2"
"12770","330","K2"
"12771","330","K2"
"12772","330","K2"
"12773","331","K4"
"12774","331","K4"
"12775","1392","M1A"
"12776","1392","M1A"
"12777","1392","M1A"
"12778","384","M2"
"12779","384","M2"
"12780","347","M3"
"12781","347","M3"
"12782","349","M4"
"12783","1742","M7"
"12784","350","M6"
"12785","350","M6"
"12786","353","M8"
"12787","353","M8"
"12788","353","M8"
"12789","358","M11"
"12790","354","M12"
"12791","354","M12"
"12792","363","M13"
"12793","364","M14"
"12794","361","M15"
"12795","361","M15"
"12796","362","M16"
"12797","362","M16"
"12798","368","M17"
"12799","368","M17"
"12800","368","M17"
"12801","369","M18"
"12802","369","M18"
"12803","369","M18"
"12804","370","M19"
"12805","1776","M21"
"12806","365","M20"
"12809","372","M23"
"12810","372","M23"
"12811","373","M24"
"12812","375","M26"
"12813","387","M29"
"12814","388","M30"
"12815","388","M30"
"12816","359","M32"
"12817","359","M32"
"12818","378","M34"
"12819","379","M35"
"12820","379","M35"
"12821","379","M35"
"12823","381","M36"
"12824","367","M40"
"12825","382","Z11"
"12826","382","Z11"
"12827","383","M43"
"12828","383","M43"
"12829","385","M44"
"12830","389","N1"
"12831","389","N1"
"12832","389","N1"
"12833","389","N1"
"12834","390","N2"
"12835","390","N2"
"12836","394","N5"
"12837","394","N5"
"12838","394","N5"
"12839","394","N5"
"12840","394","N5"
"12841","394","N5"
"12842","394","N5"
"12843","395","N8"
"12844","403","N14"
"12845","403","N14"
"12846","403","N14"
"12847","1746","N17"
"12848","423","N18"
"12849","426","N23"
"12850","426","N23"
"12851","425","N24"
"12852","425","N24"
"12880","408","N25"
"12881","408","N25"
"12882","408","N25"
"12883","411","N26"
"12884","411","N26"
"12885","397","N27"
"12886","397","N27"
"12887","398","N28"
"12888","398","N28"
"12889","398","N28"
"12890","412","N29"
"12891","412","N29"
"12892","412","N29"
"12893","412","N29"
"12894","414","N31"
"12895","414","N31"
"12896","419","N33"
"12897","419","N33"
"12898","419","N33"
"12899","416","N42"
"12900","792","N34"
"12901","792","N34"
"12902","792","N34"
"12903","432","N35"
"12904","432","N35"
"12906","427","N36"
"12907","427","N36"
"12908","429","N37"
"12909","429","N37"
"12910","429","N37"
"12911","430","N40"
"12912","430","N40"
"12913","430","N40"
"12914","469","O22"
"12915","486","O23"
"12916","486","O23"
"12917","490","O24"
"12918","490","O24"
"12919","468","O28"
"12920","470","O29"
"12921","470","O29"
"12922","477","O31"
"12923","477","O31"
"12924","478","O34"
"12925","478","O34"
"12926","478","O34"
"12927","479","O35"
"12928","479","O35"
